Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1592|3002076|160|73181599|49|3|0|35|2023-03-23 12:03:00|
1592|3002076|160|73181599|50|3|0|110|2023-03-23 12:03:00|
1592|3002076|160|73181599|51|3|0|16|2023-03-23 12:03:00|
1592|3002076|160|73181599|52|3|0|28|2023-03-23 12:03:00|
1592|3002076|160|73181599|53|3|0|73|2023-03-23 12:03:00|
1592|3002076|160|73181599|54|3|0|6|2023-03-23 12:03:00|
1592|3002076|160|73181599|55|3|0|4|2023-03-23 12:03:00|
1592|3002076|160|73181599|56|3|0|20|2023-03-23 12:03:00|
1592|3002076|160|73181606|57|3|0|122|2023-03-23 12:03:00|
1592|3002076|160|73181606|58|3|0|2|2023-03-23 12:03:00|
1592|3002076|160|73181606|59|3|0|52|2023-03-23 12:03:00|
1592|3002076|160|73182102|60|3|0|2|2023-03-23 12:03:00|
1592|3002076|160|73182102|61|3|0|2|2023-03-23 12:03:00|
1592|3002076|160|73182291|62|3|0|4|2023-03-23 12:03:00|
1592|3002076|160|73182291|63|3|0|1|2023-03-23 12:03:00|
1592|3002076|160|73182403|64|3|0|2|2023-03-23 12:03:00|
1592|3002076|160|73182403|65|3|0|40|2023-03-23 12:03:00|
1592|3002076|160|73202005|66|3|0|2|2023-03-23 12:03:00|
1592|3002076|160|73202005|67|3|0|8|2023-03-23 12:03:00|
1592|3002076|160|73202005|68|3|0|15|2023-03-23 12:03:00|
1592|3002076|160|73261999|69|3|0|10|2023-03-23 12:03:00|
1592|3002076|160|73261999|70|3|0|55|2023-03-23 12:03:00|
1592|3002076|160|73262006|71|3|0|5|2023-03-23 12:03:00|
1592|3002076|160|73269099|72|3|0|21|2023-03-23 12:03:00|
1592|3002076|160|73269099|73|3|0|22|2023-03-23 12:03:00|
1592|3002076|160|73269099|74|3|0|22|2023-03-23 12:03:00|
1592|3002076|160|73269099|75|3|0|15|2023-03-23 12:03:00|
1592|3002076|160|73269099|76|3|0|10|2023-03-23 12:03:00|
1592|3002076|160|73269099|77|3|0|6|2023-03-23 12:03:00|
1592|3002076|160|73269099|78|3|0|51|2023-03-23 12:03:00|
1592|3002076|160|73269099|79|3|0|3459|2023-03-23 12:03:00|
1592|3002076|160|82059091|80|3|0|92|2023-03-23 12:03:00|
1592|3002076|160|82059091|80|6|0|74|2023-03-23 12:03:00|
1592|3002076|160|83012002|81|3|0|112|2023-03-23 12:03:00|
1592|3002076|160|83012002|81|6|0|91|2023-03-23 12:03:00|
1592|3002076|160|83012002|82|3|0|159|2023-03-23 12:03:00|
1592|3002076|160|83012002|82|6|0|129|2023-03-23 12:03:00|
1592|3002076|160|83016002|83|3|0|38|2023-03-23 12:03:00|
1592|3002076|160|83100099|84|3|0|16|2023-03-23 12:03:00|
1592|3002076|160|83100099|84|6|0|9|2023-03-23 12:03:00|
1592|3002076|160|84099199|31|3|0|15|2023-03-23 12:03:00|
1592|3002076|160|84099199|85|3|0|69|2023-03-23 12:03:00|
1592|3002076|160|84123199|86|3|0|106|2023-03-23 12:03:00|
1592|3002076|160|84213199|87|3|0|210|2023-03-23 12:03:00|
1592|3002076|160|84213199|87|6|0|62|2023-03-23 12:03:00|
1592|3002076|160|84213999|88|3|0|20|2023-03-23 12:03:00|
1592|3002076|160|84213999|88|6|0|6|2023-03-23 12:03:00|
1592|3002076|160|84253199|89|3|0|2263|2023-03-23 12:03:00|
1592|3002076|160|84253199|90|3|0|13|2023-03-23 12:03:00|
1592|3002076|160|84311001|91|3|0|45|2023-03-23 12:03:00|
1592|3002076|160|84833004|92|3|0|28|2023-03-23 12:03:00|
1592|3002076|160|84833004|93|3|0|11|2023-03-23 12:03:00|
1592|3002076|160|84836099|94|3|0|229|2023-03-23 12:03:00|
1592|3002076|160|84836099|94|6|0|129|2023-03-23 12:03:00|
1592|3002076|160|84879002|96|3|0|4|2023-03-23 12:03:00|
1592|3002076|160|85113005|97|3|0|270|2023-03-23 12:03:00|
1592|3002076|160|85118099|98|3|0|486|2023-03-23 12:03:00|
1592|3002076|160|85118099|98|6|0|274|2023-03-23 12:03:00|
1592|3002076|160|85122099|99|3|0|1630|2023-03-23 12:03:00|
1592|3002076|160|85122099|99|6|0|482|2023-03-23 12:03:00|
1592|3002076|160|85122099|100|3|0|1630|2023-03-23 12:03:00|
