Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
1925|5100823|160|90328999|207|PS|XIX||2025-11-12 16:31:00|
1925|5700271|160|85182202|62|EN|U|NOM-208-SCFI-2016|2025-11-19 09:42:02|
1925|5100823|160|82060001|196|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3471|5600766|160|73181599|80|EC|1||2025-11-19 18:35:03|
3471|5600764|160|39269029|15|PS|XIX||2025-11-19 19:00:03|
1925|5700273|160|39269099|64|EN|U|NOM-002-CONAGUA-2021|2025-11-19 09:44:04|
1925|5700279|160|73181504|68|PS|XIX||2025-11-19 09:58:02|
1925|5100823|160|73181599|146|EC|1||2025-11-12 16:31:00|
3471|5600766|160|73181606|99|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5700210|160|39269099|5|XP|S1|U|2025-11-12 17:57:01|
3577|5102368|521|85129007|22|EN|X|NOM-024-SCFI-2013|2025-11-13 19:27:00|
1925|5700355|160|87085099|68|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
1925|5100860|160|87082999|54|PS|XIX||2025-11-19 11:28:07|
1925|5001423|160|73181599|160|EC|1||2025-11-19 12:01:02|
1925|5001426|160|73269099|2|XP|T1|U|2025-11-19 12:00:02|
1925|5700216|160|84152001|79|PS|XIX||2025-11-12 18:20:01|
1925|5100827|160|87082999|212|PS|XIX||2025-11-12 16:35:05|
1925|5100856|160|85182202|183|EN|E|NOM-024-SCFI-2013|2025-11-19 11:27:03|
1925|5100823|160|39269099|195|XP|S3|U|2025-11-12 16:31:00|
1925|5700327|160|73181599|1|EC|1||2025-11-20 12:24:03|
3471|5600782|160|73181599|52|EC|1||2025-11-19 15:41:01|
1925|5001425|160|39263002|128|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:01|
1925|5700327|160|73181599|5|EC|1||2025-11-20 12:24:03|
1925|5100825|160|87082999|48|PS|XIX||2025-11-12 16:35:02|
1925|5700282|160|73269099|2|XP|T1|U|2025-11-19 10:04:01|
1925|5700216|160|87082999|50|PS|XIX||2025-11-12 18:20:01|
1925|5700218|160|85044099|199|EN|U|NOM-001-SCFI-2018|2025-11-13 10:05:03|
3471|5600764|160|39269099|25|XP|S3|U|2025-11-19 19:00:03|
3471|5600789|160|87082999|150|PS|XIX||2025-11-19 18:29:04|
3471|5600785|160|84253101|23|PS|XIX||2025-11-19 19:35:02|
1925|5700355|160|87085099|168|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
3043|5603395|520|87032199|1|OV|1||2025-11-11 18:09:01|
1925|5700214|160|39269014|81|PS|XIX||2025-11-12 18:15:01|
3471|5600765|160|73269099|2|XP|T1|U|2025-11-19 19:00:02|
1925|5100823|160|39269099|50|XP|S3|U|2025-11-12 16:31:00|
1925|5100854|160|70091099|233|EN|X|NOM-024-SCFI-2013|2025-11-19 11:25:05|
1925|5700271|160|87089999|52|EN|X|NOM-050-SCFI-2004|2025-11-19 09:42:02|
3471|5600782|160|73181599|49|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
1925|5001422|160|73269099|7|XP|T9|U|2025-11-19 12:00:01|
1925|5100823|160|73181599|78|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3471|5600789|160|73182291|87|EN|X|NOM-050-SCFI-2004|2025-11-19 18:29:04|
1925|5700210|160|85044099|36|EN|X|NOM-024-SCFI-2013|2025-11-12 17:57:01|
1925|5700204|160|73182291|11|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
3471|5600782|160|73181599|50|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
1925|5700275|160|87082999|9|PS|XIX||2025-11-19 09:51:01|
3471|5600789|160|87082999|162|PS|XIX||2025-11-19 18:29:04|
1925|5700273|160|39269099|50|XP|A1|U|2025-11-19 09:44:04|
1925|5700230|160|87082999|3|PS|XIX||2025-11-13 09:40:03|
1925|5700226|160|73181599|5|EC|1||2025-11-12 18:32:01|
1925|5001425|160|84833004|125|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:01|
1925|5700200|160|87082999|73|PS|XIX||2025-11-13 10:25:05|
1925|5100854|160|73182403|118|EN|X|NOM-050-SCFI-2004|2025-11-19 11:25:05|
1925|5700271|160|39235001|145|PS|XIX||2025-11-19 09:42:02|
1925|5100854|160|73181599|103|EC|1||2025-11-19 11:25:05|
1925|5100854|160|39269099|208|EN|X|NOM-050-SCFI-2004|2025-11-19 11:25:05|
1925|5700200|160|87082201|45|PS|XIX||2025-11-13 10:25:05|
1925|5001425|160|85122002|46|EN|X|NOM-024-SCFI-2013|2025-11-19 12:01:01|
1925|5700205|160|73269099|2|XP|T1|U|2025-11-13 10:42:02|
1925|5700214|160|73181599|10|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5700273|160|87089999|74|EN|X|NOM-050-SCFI-2004|2025-11-19 09:44:04|
3577|5102428|521|84672101|1|EN|X|NOM-024-SCFI-2013|2025-11-19 12:27:01|
1925|5001423|160|73269099|265|XP|T1|U|2025-11-19 12:01:02|
1925|5700279|160|73181599|36|EN|X|NOM-050-SCFI-2004|2025-11-19 09:58:02|
1925|5100827|160|87082999|205|PS|XIX||2025-11-12 16:35:05|
1925|5700200|160|85122099|79|EN|X|NOM-024-SCFI-2013|2025-11-13 10:25:05|
3471|5600787|160|87082999|178|PS|XIX||2025-11-20 10:54:04|
1925|5100829|160|87082999|14|PS|XIX||2025-11-12 16:35:03|
1925|5700327|160|87082999|54|PS|XIX||2025-11-20 12:24:03|
1925|5700355|160|85365099|89|EN|X|NOM-024-SCFI-2013|2025-11-20 11:41:02|
3471|5600782|160|83100099|75|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
3471|5600789|160|87082999|178|PS|XIX||2025-11-19 18:29:04|
1925|5100823|160|87089203|11|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5001423|160|87082999|52|PS|XIX||2025-11-19 12:01:02|
1925|5700216|160|87082999|5|PS|XIX||2025-11-12 18:20:01|
1925|5700226|160|39269099|119|EN|U|NOM-002-CONAGUA-2021|2025-11-12 18:32:01|
1925|5001425|160|73182291|177|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:01|
3471|5600764|160|87088007|169|PS|XIX||2025-11-19 19:00:03|
1925|5001421|160|87082999|139|PS|XIX||2025-11-19 12:01:02|
3471|5600789|160|39269099|3|XP|S1|U|2025-11-19 18:29:04|
1925|5100823|160|73181599|78|EC|1||2025-11-12 16:31:00|
1925|5700236|160|39269099|32|EN|U|NOM-002-CONAGUA-2021|2025-11-13 10:49:01|
1925|5001427|160|87082999|20|PS|XIX||2025-11-19 12:00:05|
1925|5100823|160|87082999|15|PS|XIX||2025-11-12 16:31:00|
3471|5600770|160|87082999|52|PS|XIX||2025-11-19 18:29:05|
1925|5100856|160|73181599|9|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5700271|160|39269099|101|EN|X|NOM-050-SCFI-2004|2025-11-19 09:42:02|
1925|5001421|160|87089999|177|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5100823|160|73181606|117|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3471|5600764|160|73181599|56|EC|1||2025-11-19 19:00:03|
1925|5700214|160|73182291|20|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5100823|160|73182403|136|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3471|5600787|160|87089999|231|EN|X|NOM-050-SCFI-2004|2025-11-20 10:54:04|
1925|5100856|160|73181599|14|EC|1||2025-11-19 11:27:03|
1925|5700283|160|87082999|84|PS|XIX||2025-11-19 10:05:03|
3043|5603392|523|87032199|1|MA| ||2025-11-18 18:43:01|
1925|5700242|160|87082999|72|PS|XIX||2025-11-13 11:23:02|
1925|5700216|160|87082999|24|PS|XIX||2025-11-12 18:20:01|
1925|5001423|160|87082999|96|PS|XIX||2025-11-19 12:01:02|
1925|5100823|160|39235001|231|PS|XIX||2025-11-12 16:31:00|
3471|5600770|160|87082999|85|PS|XIX||2025-11-19 18:29:05|
1925|5700355|160|87082999|129|PS|XIX||2025-11-20 11:41:02|
1925|5700279|160|84152001|46|PS|XIX||2025-11-19 09:58:02|
3471|5600770|160|87082999|92|PS|XIX||2025-11-19 18:29:05|
1925|5100823|160|40169304|65|EN|U|NOM-002-CONAGUA-2021|2025-11-12 16:31:00|
1925|5001423|160|73181599|161|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5700214|160|87089203|36|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5700214|160|73181606|18|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5700271|160|87082999|37|PS|XIX||2025-11-19 09:42:02|
3471|5600790|160|73269099|4|XP|T3|U|2025-11-19 18:29:02|
3471|5600770|160|39269099|2|XP|A1|U|2025-11-19 18:29:05|
1925|5001425|160|40169304|126|EN|U|NOM-002-CONAGUA-2021|2025-11-19 12:01:01|
1925|5100828|160|73269099|4|XP|T1|U|2025-11-12 16:35:04|
1925|5700216|160|87082201|56|PS|XIX||2025-11-12 18:20:01|
1925|5100856|160|39269099|105|XP|S3|U|2025-11-19 11:27:03|
1925|5100823|160|73181599|102|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3471|5600785|160|39269099|13|XP|A1|U|2025-11-19 19:35:02|
1925|5001426|160|63079099|1|XP|T1|U|2025-11-19 12:00:02|
1925|5700271|160|87082999|98|PS|XIX||2025-11-19 09:42:02|
1925|5700327|160|73181599|130|EC|1||2025-11-20 12:24:03|
1925|5100823|160|73181599|108|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5700283|160|87082201|85|PS|XIX||2025-11-19 10:05:03|
1925|5001386|160|85365099|104|EN|X|NOM-024-SCFI-2013|2025-11-13 13:04:02|
1925|5001390|160|87082999|31|PS|XIX||2025-11-13 13:04:03|
1925|5700275|160|87082999|28|PS|XIX||2025-11-19 09:51:01|
3471|5600764|160|85444299|105|PS|XIX||2025-11-19 19:00:03|
1925|5700327|160|39235001|64|PS|XIX||2025-11-20 12:24:03|
1925|5001425|160|87089999|83|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:01|
1925|5700240|160|85013199|67|PS|XIX||2025-11-13 11:24:02|
1925|5100823|160|73181606|116|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5100854|160|73269099|287|XP|T1|U|2025-11-19 11:25:05|
1925|5100823|160|85365099|186|EN|U|NOM-003-SCFI-2014|2025-11-12 16:31:00|
1925|5700283|160|87082999|43|PS|XIX||2025-11-19 10:05:03|
1925|5001425|160|87082999|6|PS|XIX||2025-11-19 12:01:01|
1925|5100854|160|39269014|101|PS|XIX||2025-11-19 11:25:05|
3471|5600733|160|84242001|2|PS|XIX||2025-11-20 21:45:02|
1925|5700214|160|87089999|65|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
3471|5600782|160|73269099|73|XP|T3|U|2025-11-19 15:41:01|
1925|5100823|160|85182202|185|EN|U|NOM-001-SCFI-2018|2025-11-12 16:31:00|
1925|5700214|160|87089999|33|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5001425|160|83023091|69|PS|XIX||2025-11-19 12:01:01|
3471|5600766|160|87089999|242|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5700283|160|39269099|39|EN|U|NOM-002-CONAGUA-2021|2025-11-19 10:05:03|
1925|5700281|160|73181599|12|EC|1||2025-11-19 10:04:02|
1925|5001388|160|39269099|39|XP|S3|U|2025-11-13 13:04:02|
1925|5700214|160|39269099|84|XP|A1|U|2025-11-12 18:15:01|
3471|5600764|160|87089203|177|EN|X|NOM-050-SCFI-2004|2025-11-19 19:00:03|
1925|5100823|160|87082999|12|PS|XIX||2025-11-12 16:31:00|
1925|5700327|160|87088099|69|EN|X|NOM-050-SCFI-2004|2025-11-20 12:24:03|
1925|5100860|160|87089999|40|EN|X|NOM-050-SCFI-2004|2025-11-19 11:28:07|
3471|5600785|160|39269099|9|XP|S1|U|2025-11-19 19:35:02|
1925|5700270|160|63079099|1|EX|31||2025-11-19 09:41:03|
1925|5100829|160|87089199|53|PS|XIX||2025-11-12 16:35:03|
1925|5100856|160|73181599|30|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5700225|160|73269099|1|XP|T1|U|2025-11-12 18:30:04|
1925|5700209|160|73269099|2|XP|T1|U|2025-11-12 17:57:01|
1925|5100856|160|87082999|167|PS|XIX||2025-11-19 11:27:03|
1925|5001421|160|87089412|64|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5700275|160|87082999|17|PS|XIX||2025-11-19 09:51:01|
3471|5600787|160|87082999|202|PS|XIX||2025-11-20 10:54:04|
1925|5700216|160|87082999|46|PS|XIX||2025-11-12 18:20:01|
1925|5700214|160|39235001|38|PS|XIX||2025-11-12 18:15:01|
3577|5102409|521|84672902|1|EN|X|NOM-024-SCFI-2013|2025-11-18 15:59:02|
1925|5700232|160|39269099|57|EN|X|NOM-050-SCFI-2004|2025-11-13 09:50:05|
1925|5700283|160|87082201|28|PS|XIX||2025-11-19 10:05:03|
1925|5001423|160|73262006|148|EN|U|NOM-050-SCFI-2004|2025-11-19 12:01:02|
3471|5600764|160|85182202|90|EN|X|NOM-032-ENER-2013|2025-11-19 19:00:03|
3471|5600770|160|73181599|12|EC|1||2025-11-19 18:29:05|
1925|5700226|160|73181599|6|EC|1||2025-11-12 18:32:01|
1925|5700355|160|73181599|9|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
1925|5001388|160|85044099|96|EN|U|NOM-058-SCFI-2017|2025-11-13 13:04:02|
1925|5700216|160|87082999|2|PS|XIX||2025-11-12 18:20:01|
1925|5700279|160|73181599|66|EN|X|NOM-050-SCFI-2004|2025-11-19 09:58:02|
1925|5001421|160|73181599|17|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
3471|5600782|160|85122099|83|EN|X|NOM-024-SCFI-2013|2025-11-19 15:41:01|
1925|5700355|160|87089999|171|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
1925|5100831|160|39269099|46|XP|S1|U|2025-11-12 16:35:03|
1925|5001394|160|40169304|89|EN|U|NOM-002-CONAGUA-2021|2025-11-13 11:32:07|
1925|5100856|160|73181599|66|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5700226|160|87085099|55|PS|XIX||2025-11-12 18:32:01|
3471|5600770|160|87082999|56|PS|XIX||2025-11-19 18:29:05|
3471|5600764|160|85444299|104|PS|XIX||2025-11-19 19:00:03|
3471|5600770|160|83023091|20|PS|XIX||2025-11-19 18:29:05|
1925|5700279|160|39269099|40|EN|U|NOM-002-CONAGUA-2021|2025-11-19 09:58:02|
1925|5001394|160|39269099|207|XP|S1|U|2025-11-13 11:32:07|
1925|5100861|160|73269099|2|XP|T9|U|2025-11-19 11:34:02|
1925|5001394|160|39269099|140|XP|S1|U|2025-11-13 11:32:07|
1925|5700233|160|73269099|1|XP|T9|U|2025-11-13 10:43:02|
1925|5700355|160|39269099|145|XP|A1|U|2025-11-20 11:41:02|
1925|5700277|160|73181599|17|EC|1||2025-11-19 09:58:01|
3471|5600764|160|87088007|170|EN|X|NOM-050-SCFI-2004|2025-11-19 19:00:03|
3471|5600770|160|87082999|68|PS|XIX||2025-11-19 18:29:05|
1925|5100825|160|87082999|56|PS|XIX||2025-11-12 16:35:02|
1925|5700210|160|85365099|42|EN|X|NOM-003-SCFI-2014|2025-11-12 17:57:01|
3471|5600764|160|39269099|16|XP|S1|U|2025-11-19 19:00:03|
1925|5700226|160|73181599|20|EC|1||2025-11-12 18:32:01|
3471|5600766|160|73181599|67|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5001425|160|87089999|38|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:01|
1925|5001425|160|87082999|32|PS|XIX||2025-11-19 12:01:01|
1925|5700278|160|73269099|3|XP|T1|U|2025-11-19 09:58:02|
1925|5100830|160|73269099|3|XP|T9|U|2025-11-12 16:35:03|
1925|5700355|160|85182202|84|EN|E|NOM-024-SCFI-2013|2025-11-20 11:41:02|
1925|5700206|160|73269099|5|XP|T1|U|2025-11-13 10:47:04|
1925|5100825|160|85444299|32|PS|XIX||2025-11-12 16:35:02|
1925|5700279|160|87082999|82|PS|XIX||2025-11-19 09:58:02|
1925|5700355|160|87082999|51|PS|XIX||2025-11-20 11:41:02|
1925|5001421|160|87085099|183|PS|XIX||2025-11-19 12:01:02|
3471|5600790|160|73269099|7|XP|T3|U|2025-11-19 18:29:02|
1925|5100823|160|87088007|18|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5100823|160|73181606|224|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5001423|160|87082999|41|PS|XIX||2025-11-19 12:01:02|
1925|5100831|160|87087099|9|EN|U|NOM-050-SCFI-2004|2025-11-12 16:35:03|
1925|5001423|160|73269099|260|XP|T1|U|2025-11-19 12:01:02|
3471|5600782|160|39269099|28|XP|S1|U|2025-11-19 15:41:01|
1925|5700355|160|39269029|182|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
1925|5100858|160|87082201|32|PS|XIX||2025-11-19 11:48:01|
1925|5700232|160|73181599|1|EC|1||2025-11-13 09:50:05|
3471|5600764|160|87089999|185|EN|X|NOM-050-SCFI-2004|2025-11-19 19:00:03|
1925|5700236|160|39269099|33|XP|S1|U|2025-11-13 10:49:01|
1925|5700216|160|87082201|68|PS|XIX||2025-11-12 18:20:01|
3471|5600789|160|73181599|23|EC|1||2025-11-19 18:29:04|
1925|5001421|160|73181606|57|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5700327|160|73182291|15|EN|X|NOM-050-SCFI-2004|2025-11-20 12:24:03|
1925|5700278|160|39232991|1|XP|A1|U|2025-11-19 09:58:02|
1925|5700214|160|73181401|15|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5001387|160|56090002|3|EN|ENOM|NOM-004-SE-2021|2025-11-13 11:32:02|
1925|5100856|160|73181606|87|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5700204|160|39269099|85|XP|A1|U|2025-11-13 10:37:02|
1925|5001421|160|39269099|115|EN|X|NOM-002-CONAGUA-2021|2025-11-19 12:01:02|
1925|5100860|160|87082999|82|PS|XIX||2025-11-19 11:28:07|
3471|5600782|160|85365099|90|EN|X|NOM-024-SCFI-2013|2025-11-19 15:41:01|
1925|5700327|160|87088007|68|PS|XIX||2025-11-20 12:24:03|
1925|5100827|160|39269099|89|EN|U|NOM-002-CONAGUA-2021|2025-11-12 16:35:05|
1925|5001423|160|87082201|62|PS|XIX||2025-11-19 12:01:02|
1925|5700216|160|87082999|52|PS|XIX||2025-11-12 18:20:01|
1925|5100827|160|70091099|113|EN|U|NOM-050-SCFI-2004|2025-11-12 16:35:05|
1925|5700355|160|87089999|69|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
1925|5700327|160|87082999|58|PS|XIX||2025-11-20 12:24:03|
1925|5700327|160|85129007|30|EN|U|NOM-050-SCFI-2004|2025-11-20 12:24:03|
1925|5001423|160|87089904|211|PS|XIX||2025-11-19 12:01:02|
1925|5100823|160|73269099|225|XP|T9|U|2025-11-12 16:31:00|
1925|5700218|160|87082999|144|PS|XIX||2025-11-13 10:05:03|
1925|5700282|160|73269099|3|XP|T1|U|2025-11-19 10:04:01|
1925|5100829|160|87082999|10|PS|XIX||2025-11-12 16:35:03|
3471|5600768|160|87089999|84|EN|X|NOM-050-SCFI-2004|2025-11-19 16:47:03|
1925|5001423|160|73181599|239|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
3471|5600787|160|39269099|47|EN|X|NOM-050-SCFI-2004|2025-11-20 10:54:04|
1925|5700273|160|73181599|34|EC|1||2025-11-19 09:44:04|
1925|5700204|160|87089999|75|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
3471|5600764|160|73181599|50|EC|1||2025-11-19 19:00:03|
1925|5700218|160|73181599|21|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5700214|160|73262006|24|EN|U|NOM-050-SCFI-2004|2025-11-12 18:15:01|
3471|5600766|160|39263002|26|PS|XIX||2025-11-19 18:35:03|
1925|5001421|160|73269099|91|XP|T9|U|2025-11-19 12:01:02|
1925|5001426|160|56090002|6|EX|31||2025-11-19 12:00:02|
3471|5600766|160|73181599|84|EC|1||2025-11-19 18:35:03|
1925|5100825|160|84152001|121|PS|XIX||2025-11-12 16:35:02|
1925|5700214|160|87088099|70|PS|XIX||2025-11-12 18:15:01|
3471|5600785|160|39269099|13|XP|S1|U|2025-11-19 19:35:02|
1925|5100827|160|39269099|147|XP|A1|U|2025-11-12 16:35:05|
1925|5700273|160|87085099|60|PS|XIX||2025-11-19 09:44:04|
1925|5700281|160|85122099|155|EN|X|NOM-024-SCFI-2013|2025-11-19 10:04:02|
1925|5700327|160|73269099|132|XP|T9|U|2025-11-20 12:24:03|
3471|5600766|160|85365099|144|EN|U|NOM-003-SCFI-2014|2025-11-19 18:35:03|
1925|5700204|160|40169304|108|EN|U|NOM-002-CONAGUA-2021|2025-11-13 10:37:02|
3471|5600780|160|87082999|15|PS|XIX||2025-11-19 19:29:03|
1925|5700240|160|87089999|57|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
1925|5700232|160|87082999|37|PS|XIX||2025-11-13 09:50:05|
3471|5600766|160|39269099|31|EN|U|NOM-002-CONAGUA-2021|2025-11-19 18:35:03|
1925|5700277|160|85122099|99|PS|XIX||2025-11-19 09:58:01|
3471|5600770|160|39269099|3|XP|S3|U|2025-11-19 18:29:05|
3471|5600782|160|73182291|66|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
1925|5700218|160|73181599|30|EC|1||2025-11-13 10:05:03|
1925|5100831|160|40169304|20|EN|U|NOM-002-CONAGUA-2021|2025-11-12 16:35:03|
1925|5700279|160|87082999|49|PS|XIX||2025-11-19 09:58:02|
1925|5100825|160|39235001|35|PS|XIX||2025-11-12 16:35:02|
1925|5700275|160|87082999|8|PS|XIX||2025-11-19 09:51:01|
1925|5100856|160|87082999|157|PS|XIX||2025-11-19 11:27:03|
1925|5100856|160|73181599|18|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
3471|5600782|160|49089099|41|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
1925|5700204|160|85182202|60|EN|U|NOM-208-SCFI-2016|2025-11-13 10:37:02|
3471|5600768|160|87085099|68|PS|XIX||2025-11-19 16:47:03|
1925|5700226|160|39269099|103|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
1925|5100823|160|73182291|125|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3471|5600789|160|73181599|59|EC|1||2025-11-19 18:29:04|
1925|5100857|160|73269099|1|XP|T1|U|2025-11-19 11:27:02|
3471|5600766|160|83100099|128|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
3471|5600782|160|87089412|141|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
1925|5700213|160|73269099|2|XP|T1|U|2025-11-12 18:15:00|
1925|5100827|160|87088099|43|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
1925|5100854|160|85365099|193|EN|U|NOM-024-SCFI-2013|2025-11-19 11:25:05|
1925|5001386|160|87082999|72|PS|XIX||2025-11-13 13:04:02|
3471|5600768|160|73269099|14|XP|T1|U|2025-11-19 16:47:03|
1925|5001423|160|73181606|133|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
3471|5600766|160|49089099|46|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
3471|5600766|160|87082999|170|PS|XIX||2025-11-19 18:35:03|
1925|5100823|160|73181599|3|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5100854|160|39269099|274|XP|A1|U|2025-11-19 11:25:05|
1925|5700214|160|87089999|5|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5700210|160|39269099|66|EN|U|NOM-002-CONAGUA-2021|2025-11-12 17:57:01|
1925|5700273|160|87089999|16|EN|X|NOM-050-SCFI-2004|2025-11-19 09:44:04|
3471|5600789|160|73181599|20|EC|1||2025-11-19 18:29:04|
1925|5001421|160|39269099|122|XP|A1|U|2025-11-19 12:01:02|
1925|5700355|160|85182202|84|EN|E|NOM-032-ENER-2013|2025-11-20 11:41:02|
1925|5700214|160|85129007|29|EN|U|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5700218|160|87089999|69|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5001427|160|87082999|16|PS|XIX||2025-11-19 12:00:05|
1925|5001388|160|87082201|59|PS|XIX||2025-11-13 13:04:02|
1925|5001423|160|87082999|188|PS|XIX||2025-11-19 12:01:02|
1925|5700329|160|85269299|17|EN|U|NOM-024-SCFI-2013|2025-11-20 12:28:02|
1925|5700281|160|73181599|24|EN|X|NOM-050-SCFI-2004|2025-11-19 10:04:02|
3471|5600766|160|39269099|37|XP|S3|U|2025-11-19 18:35:03|
1925|5001388|160|85269299|9|PS|XIX||2025-11-13 13:04:02|
3471|5600733|160|85153999|7|PS|XIX||2025-11-20 21:45:02|
1925|5100827|160|85122099|78|EN|X|NOM-024-SCFI-2013|2025-11-12 16:35:05|
1925|5700214|160|85013199|71|PS|XIX||2025-11-12 18:15:01|
1925|5001423|160|85365099|221|EN|U|NOM-024-SCFI-2013|2025-11-19 12:01:02|
1925|5001421|160|39269099|116|XP|S3|U|2025-11-19 12:01:02|
3471|5600766|160|39269099|32|XP|A1|U|2025-11-19 18:35:03|
3471|5600764|160|39269099|21|XP|S3|U|2025-11-19 19:00:03|
1925|5700214|160|73181599|30|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5100823|160|73181599|2|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5100856|160|73182403|58|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5001386|160|73182403|54|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
3471|5600766|160|83082001|127|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5100854|160|87082999|34|PS|XIX||2025-11-19 11:25:05|
3471|5600789|160|39269099|6|XP|A1|U|2025-11-19 18:29:04|
3471|5600770|160|87082999|71|PS|XIX||2025-11-19 18:29:05|
1925|5700230|160|87082999|17|PS|XIX||2025-11-13 09:40:03|
3471|5600764|160|39235001|13|PS|XIX||2025-11-19 19:00:03|
1925|5100827|160|39269099|132|XP|S3|U|2025-11-12 16:35:05|
1925|5100823|160|84213199|72|PS|XIX||2025-11-12 16:31:00|
1925|5100856|160|73181599|11|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
3471|5600766|160|87082999|200|PS|XIX||2025-11-19 18:35:03|
1925|5100860|160|73181606|77|EN|X|NOM-050-SCFI-2004|2025-11-19 11:28:07|
1925|5700277|160|73269099|12|XP|T1|U|2025-11-19 09:58:01|
1925|5700218|160|73182102|40|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5700204|160|87089999|99|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
1925|5001421|160|87085099|183|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5100823|160|87089412|171|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
