Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
1925|5700281|160|85182202|83|EN|E|NOM-032-ENER-2013|2025-11-19 10:04:02|
3471|5600864|160|39269099|10|XP|S1|U|2025-11-14 16:48:03|
1925|5001392|160|87082101|47|EN|X|NOM-119-SCFI-2000|2025-11-13 13:04:03|
3471|5600768|160|87082999|47|PS|XIX||2025-11-19 16:47:03|
1925|5100825|160|39269099|124|XP|S1|U|2025-11-12 16:35:02|
1925|5700306|160|84213199|1|EN|X|NOM-050-SCFI-2004|2025-11-28 11:04:03|
1925|5700297|160|87087099|36|EN|U|NOM-050-SCFI-2004|2025-11-27 13:25:01|
1925|5100823|160|39269099|220|XP|S3|U|2025-11-12 16:31:00|
1925|5700273|160|39269014|98|PS|XIX||2025-11-19 09:44:04|
1925|5001395|160|73269099|11|XP|T1|U|2025-11-13 11:32:04|
3471|5600864|160|85182202|31|EN|U|NOM-001-SCFI-2018|2025-11-14 16:48:03|
3471|5600782|160|87089999|147|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
3471|5600792|160|73182403|84|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600860|160|84213199|35|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
3471|5600795|160|73269099|6|XP|T9|U|2025-11-14 15:49:02|
3471|5600792|160|85122099|111|EN|X|NOM-024-SCFI-2013|2025-11-14 17:05:01|
1925|5100856|160|73181599|131|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
3471|5600792|160|87088007|182|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700238|160|73181599|7|EC|1||2025-11-13 14:41:01|
3471|5600787|160|87082999|163|PS|XIX||2025-11-20 10:54:04|
1925|5100827|160|85044099|69|EN|X|NOM-024-SCFI-2013|2025-11-12 16:35:05|
3471|5600947|160|73269099|3|XP|T1|U|2025-11-28 20:17:01|
1925|5700306|160|73181599|10|EN|X|NOM-050-SCFI-2004|2025-11-28 11:04:03|
1925|5001394|160|87085099|106|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
3471|5600787|160|87082999|173|PS|XIX||2025-11-20 10:54:04|
1925|5700238|160|73181599|33|EC|1||2025-11-13 14:41:01|
3471|5600792|160|73181504|41|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5001425|160|87082922|55|PS|XIX||2025-11-19 12:01:01|
3471|5600792|160|73269099|91|XP|T3|U|2025-11-14 17:05:01|
1925|5001394|160|73269099|223|XP|T9|U|2025-11-13 11:32:07|
3471|5600864|160|85122099|29|EN|X|NOM-024-SCFI-2013|2025-11-14 16:48:03|
3471|5600862|160|82060001|145|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5001423|160|87089999|169|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
3471|5600799|160|73181599|3|EC|1||2025-11-14 15:49:03|
3471|5600866|160|87082999|38|PS|XIX||2025-11-14 16:09:02|
1925|5001421|160|39269099|122|XP|S3|U|2025-11-19 12:01:02|
1925|5700204|160|87089999|119|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
1925|5700306|160|39173999|82|EN|U|NOM-209-SCFI-2017|2025-11-28 11:04:03|
1925|5700304|160|39269099|32|EN|X|NOM-050-SCFI-2004|2025-11-28 11:04:02|
1925|5100823|160|73181599|108|EC|1||2025-11-12 16:31:00|
3471|5600766|160|39269099|37|XP|S1|U|2025-11-19 18:35:03|
1925|5700232|160|87082999|3|PS|XIX||2025-11-13 09:50:05|
3471|5600862|160|39269020|28|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600782|160|73181599|57|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
3471|5600792|160|73181599|62|EC|1||2025-11-14 17:05:01|
3471|5600796|160|87089412|110|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
1925|5001393|160|73269099|1|XP|T9|U|2025-11-13 11:32:03|
3471|5600861|160|63079099|1|XP|T1|U|2025-11-14 16:09:03|
1925|5700273|160|90328999|66|PS|XIX||2025-11-19 09:44:04|
3471|5600862|160|73181599|89|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600860|160|87087099|88|EN|ENOM|NOM-086-SCFI-2018|2025-11-14 16:30:07|
1925|5100854|160|73269099|279|XP|T1|U|2025-11-19 11:25:05|
1925|5700216|160|84152001|79|EN|X|NOM-050-SCFI-2004|2025-11-12 18:20:01|
1925|5700306|160|90328999|83|PS|XIX||2025-11-28 11:04:03|
1925|5700302|160|73181599|135|EC|1||2025-11-28 11:39:01|
1925|5700204|160|87089999|19|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
1925|5700271|160|87082999|99|PS|XIX||2025-11-19 09:42:02|
1925|5700240|160|87089999|14|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
3471|5600792|160|73181599|59|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700283|160|87089999|38|EN|X|NOM-050-SCFI-2004|2025-11-19 10:05:03|
1925|5700218|160|73181599|49|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5700238|160|39269099|166|XP|S3|U|2025-11-13 14:41:01|
3471|5600792|160|73181504|42|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600798|160|73269099|108|XP|T3|U|2025-11-14 16:30:06|
1925|5700329|160|39263002|82|PS|XIX||2025-11-20 12:28:02|
3471|5600792|160|39269099|17|XP|S3|U|2025-11-14 17:05:01|
1925|5700242|160|87082999|28|PS|XIX||2025-11-13 11:23:02|
3471|5600787|160|87089999|238|EN|X|NOM-050-SCFI-2004|2025-11-20 10:54:04|
1925|5700226|160|87082999|41|PS|XIX||2025-11-12 18:32:01|
1925|5700312|160|87082999|14|PS|XIX||2025-11-28 11:37:01|
3471|5600946|160|98020019|153|EC|1||2025-11-28 20:35:00|
1925|5100829|160|84152001|55|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:03|
3471|5600787|160|87083011|213|PS|XIX||2025-11-20 10:54:04|
3471|5600860|160|87082999|49|PS|XIX||2025-11-14 16:30:07|
1925|5700206|160|84152001|17|EN|X|NOM-050-SCFI-2004|2025-11-13 10:47:04|
1925|5001421|160|39269099|92|XP|S1|U|2025-11-19 12:01:02|
3471|5600864|160|87082999|76|PS|XIX||2025-11-14 16:48:03|
3471|5600862|160|73269099|137|XP|T1|U|2025-11-14 16:48:01|
3471|5600798|160|39269099|35|XP|A1|U|2025-11-14 16:30:06|
3471|5600895|160|87082999|70|PS|XIX||2025-11-15 11:53:02|
3471|5600766|160|84152001|131|PS|XIX||2025-11-19 18:35:03|
3471|5600860|160|87089999|103|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
3471|5600794|160|87085099|90|EN|X|NOM-050-SCFI-2004|2025-11-14 15:50:01|
3471|5600789|160|73181606|81|EN|X|NOM-050-SCFI-2004|2025-11-19 18:29:04|
1925|5700240|160|73181599|6|EC|1||2025-11-13 11:24:02|
1925|5700306|160|85371004|113|PS|XIX||2025-11-28 11:04:03|
1925|5700297|160|87089999|17|EN|X|NOM-050-SCFI-2004|2025-11-27 13:25:01|
1925|5700210|160|70091099|45|EN|U|NOM-050-SCFI-2004|2025-11-12 17:57:01|
1925|5100854|160|73181599|110|EN|X|NOM-050-SCFI-2004|2025-11-19 11:25:05|
1925|5700238|160|73181599|75|EC|1||2025-11-13 14:41:01|
3471|5600860|160|73269099|32|XP|T9|U|2025-11-14 16:30:07|
1925|5700277|160|73181599|95|EN|X|NOM-050-SCFI-2004|2025-11-19 09:58:01|
1925|5001394|160|85044099|123|EN|U|NOM-001-SCFI-2018|2025-11-13 11:32:07|
1925|5700232|160|87082999|44|PS|XIX||2025-11-13 09:50:05|
3471|5600866|160|73269099|17|XP|T9|U|2025-11-14 16:09:02|
3471|5600863|160|73181599|3|EN|ENOM|NOM-050-SCFI-2004|2025-11-14 16:10:03|
3471|5600782|160|87085099|123|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
1925|5700238|160|85365099|137|EN|U|NOM-024-SCFI-2013|2025-11-13 14:41:01|
3471|5600862|160|39269099|32|XP|S1|U|2025-11-14 16:48:01|
1925|5100854|160|40169304|270|EN|U|NOM-002-CONAGUA-2021|2025-11-19 11:25:05|
1925|5700226|160|87082999|37|PS|XIX||2025-11-12 18:32:01|
3471|5600950|160|39263002|7|EN|U|NOM-050-SCFI-2004|2025-11-27 18:19:02|
3471|5600946|160|39269099|7|XP|S1|U|2025-11-28 20:35:00|
1925|5100831|160|87089412|26|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:03|
1925|5001423|160|73181599|114|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5001388|160|39269099|41|XP|S3|U|2025-11-13 13:04:02|
3471|5600792|160|87082999|149|PS|XIX||2025-11-14 17:05:01|
1925|5100858|160|87082999|18|PS|XIX||2025-11-19 11:48:01|
3471|5600792|160|73181599|72|EC|1||2025-11-14 17:05:01|
3471|5600795|160|63079099|1|EX|31||2025-11-14 15:49:02|
3471|5600792|160|39235001|8|PS|XIX||2025-11-14 17:05:01|
3471|5600792|160|87089999|193|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600782|160|73181599|53|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
3471|5600860|160|87082999|59|PS|XIX||2025-11-14 16:30:07|
1925|5001388|160|87082999|18|PS|XIX||2025-11-13 13:04:02|
1925|5100854|160|73269099|116|XP|T1|U|2025-11-19 11:25:05|
1925|5001390|160|87082999|2|PS|XIX||2025-11-13 13:04:03|
3471|5600950|160|87088099|81|PS|XIX||2025-11-27 18:19:02|
1925|5700306|160|73181606|31|EN|X|NOM-050-SCFI-2004|2025-11-28 11:04:03|
1925|5100827|160|87082999|195|PS|XIX||2025-11-12 16:35:05|
1925|5100854|160|87089203|145|EN|X|NOM-050-SCFI-2004|2025-11-19 11:25:05|
1925|5700238|160|73262006|58|EN|U|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600792|160|85044099|108|EN|X|NOM-024-SCFI-2013|2025-11-14 17:05:01|
1925|5700273|160|87082999|57|PS|XIX||2025-11-19 09:44:04|
3471|5600862|160|87083011|200|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600864|160|39263002|5|EN|U|NOM-050-SCFI-2004|2025-11-14 16:48:03|
3471|5600860|160|39269099|7|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
3471|5600792|160|73269099|91|XP|T9|U|2025-11-14 17:05:01|
1925|5001423|160|87085099|271|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5700218|160|87082999|77|PS|XIX||2025-11-13 10:05:03|
3471|5600860|160|87089999|104|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
3471|5600766|160|73181599|75|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5700232|160|87082999|29|PS|XIX||2025-11-13 09:50:05|
3471|5600944|160|87083099|130|EN|X|NOM-050-SCFI-2004|2025-11-27 19:08:01|
1925|5700306|160|73181599|5|EN|X|NOM-050-SCFI-2004|2025-11-28 11:04:03|
1925|5001388|160|40169304|93|EN|U|NOM-002-CONAGUA-2021|2025-11-13 13:04:02|
1925|5100854|160|87082999|239|PS|XIX||2025-11-19 11:25:05|
3471|5600792|160|73181504|40|PS|XIX||2025-11-14 17:05:01|
1925|5700204|160|87088007|36|PS|XIX||2025-11-13 10:37:02|
3471|5600766|160|87082999|182|PS|XIX||2025-11-19 18:35:03|
3471|5600858|160|87085099|52|EN|U|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600798|160|73269099|108|XP|T1|U|2025-11-14 16:30:06|
3471|5600798|160|39269099|29|XP|S1|U|2025-11-14 16:30:06|
1925|5700218|160|73181599|7|EC|1||2025-11-13 10:05:03|
3471|5600790|160|73269099|5|XP|T3|U|2025-11-19 18:29:02|
1925|5700240|160|87082999|56|PS|XIX||2025-11-13 11:24:02|
1925|5001388|160|39269099|39|EN|U|NOM-002-CONAGUA-2021|2025-11-13 13:04:02|
3471|5600766|160|87089999|239|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5100828|160|73269099|3|XP|T9|U|2025-11-12 16:35:04|
3471|5600944|160|98020019|234|EC|1||2025-11-27 19:08:01|
3471|5600944|160|98020019|206|EC|1||2025-11-27 19:08:01|
1925|5001388|160|84253101|128|PS|XIX||2025-11-13 13:04:02|
1925|5700283|160|87082999|45|PS|XIX||2025-11-19 10:05:03|
3471|5600864|160|39269099|7|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:03|
1925|5700242|160|87082201|73|PS|XIX||2025-11-13 11:23:02|
1925|5001423|160|39269099|235|XP|S1|U|2025-11-19 12:01:02|
1925|5001394|160|73181599|33|ES|N||2025-11-13 11:32:07|
3471|5600860|160|87082999|50|PS|XIX||2025-11-14 16:30:07|
3471|5600862|160|85071099|159|EN|X|NOM-024-SCFI-2013|2025-11-14 16:48:01|
3471|5600858|160|87082999|43|PS|XIX||2025-11-14 17:16:03|
1925|5100856|160|73182291|48|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5001386|160|73269099|51|XP|T1|U|2025-11-13 13:04:02|
3471|5600862|160|85044099|158|EN|X|NOM-024-SCFI-2013|2025-11-14 16:48:01|
1925|5700283|160|87082999|22|PS|XIX||2025-11-19 10:05:03|
1925|5100823|160|39269099|228|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3471|5600946|160|87082999|79|PS|XIX||2025-11-28 20:35:00|
3577|5102461|521|84672101|1|EN|X|NOM-003-SCFI-2014|2025-11-27 14:01:04|
1925|5700226|160|39269099|119|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
3471|5600786|160|73269099|2|XP|T3|U|2025-11-19 19:35:01|
1925|5001388|160|87082999|45|PS|XIX||2025-11-13 13:04:02|
3471|5600798|160|39269099|32|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
3471|5600770|160|87089999|95|EN|X|NOM-050-SCFI-2004|2025-11-19 18:29:05|
3471|5600858|160|87088099|64|PS|XIX||2025-11-14 17:16:03|
3471|5600862|160|73269099|139|XP|T9|U|2025-11-14 16:48:01|
3471|5600864|160|87082999|74|PS|XIX||2025-11-14 16:48:03|
3471|5600858|160|85182202|28|EN|X|NOM-024-SCFI-2013|2025-11-14 17:16:03|
3471|5600766|160|39269099|31|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
3471|5600798|160|73269099|109|XP|T3|U|2025-11-14 16:30:06|
3471|5600792|160|85122099|112|EN|X|NOM-024-SCFI-2013|2025-11-14 17:05:01|
3471|5600787|160|39269099|38|XP|S1|U|2025-11-20 10:54:04|
1925|5100831|160|87089999|40|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:03|
1925|5700306|160|87082999|136|PS|XIX||2025-11-28 11:04:03|
3471|5600944|160|87089203|138|EN|X|NOM-050-SCFI-2004|2025-11-27 19:08:01|
1925|5100827|160|87082999|162|PS|XIX||2025-11-12 16:35:05|
3471|5600787|160|73181599|83|EN|X|NOM-050-SCFI-2004|2025-11-20 10:54:04|
1925|5700238|160|73181599|10|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600798|160|87089999|222|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
3471|5600764|160|73181599|54|EC|1||2025-11-19 19:00:03|
3471|5600792|160|87082101|133|EN|X|NOM-119-SCFI-2000|2025-11-14 17:05:01|
1925|5001394|160|39269099|207|EN|U|NOM-002-CONAGUA-2021|2025-11-13 11:32:07|
3471|5600858|160|87089999|85|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600862|160|73181599|95|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600770|160|73181599|10|EN|X|NOM-050-SCFI-2004|2025-11-19 18:29:05|
3471|5600862|160|73181599|94|EC|1||2025-11-14 16:48:01|
1925|5001388|160|87082999|23|PS|XIX||2025-11-13 13:04:02|
3471|5600787|160|39269099|49|EN|X|NOM-050-SCFI-2004|2025-11-20 10:54:04|
1925|5100827|160|87088099|48|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
1925|5700292|160|73269099|3|XP|T9|U|2025-11-27 10:15:01|
1925|5700302|160|87089999|134|EN|X|NOM-050-SCFI-2004|2025-11-28 11:39:01|
1925|5700238|160|39269099|142|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5700279|160|87082999|13|PS|XIX||2025-11-19 09:58:02|
3471|5600866|160|87082999|66|PS|XIX||2025-11-14 16:09:02|
1925|5700205|160|73269099|1|XP|T9|U|2025-11-13 10:42:02|
1925|5001421|160|85122099|172|PS|XIX||2025-11-19 12:01:02|
1925|5001393|160|73269099|5|XP|T9|U|2025-11-13 11:32:03|
3471|5600864|160|87082999|50|PS|XIX||2025-11-14 16:48:03|
1925|5700238|160|73181599|31|EC|1||2025-11-13 14:41:01|
3471|5600858|160|87082999|44|PS|XIX||2025-11-14 17:16:03|
3471|5600787|160|87082999|266|PS|XIX||2025-11-20 10:54:04|
3471|5600862|160|73181599|60|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5700238|160|73181599|12|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5100856|160|73181599|32|EC|1||2025-11-19 11:27:03|
1925|5100827|160|87082201|204|PS|XIX||2025-11-12 16:35:05|
3471|5600950|160|98020019|123|EC|1||2025-11-27 18:19:02|
3471|5600950|160|85122099|28|EN|X|NOM-024-SCFI-2013|2025-11-27 18:19:02|
3577|5102378|521|84672902|1|EN|X|NOM-024-SCFI-2013|2025-11-12 14:56:01|
1925|5700273|160|73181599|3|EC|1||2025-11-19 09:44:04|
1925|5001394|160|39269099|140|XP|A1|U|2025-11-13 11:32:07|
3471|5600798|160|84152001|115|PS|XIX||2025-11-14 16:30:06|
3471|5600764|160|70091099|46|EN|U|NOM-024-SCFI-2013|2025-11-19 19:00:03|
3471|5600858|160|87089999|79|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600792|160|73181599|45|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600798|160|87082999|180|PS|XIX||2025-11-14 16:30:06|
1925|5700204|160|39269099|35|EN|U|NOM-002-CONAGUA-2021|2025-11-13 10:37:02|
1925|5700283|160|87082999|62|PS|XIX||2025-11-19 10:05:03|
3471|5600862|160|73181599|62|EC|1||2025-11-14 16:48:01|
3471|5600794|160|39269099|10|EN|U|NOM-002-CONAGUA-2021|2025-11-14 15:50:01|
1925|5700273|160|39269099|50|XP|S1|U|2025-11-19 09:44:04|
1925|5100827|160|39269099|131|XP|S1|U|2025-11-12 16:35:05|
1925|5700312|160|87082999|24|PS|XIX||2025-11-28 11:37:01|
1925|5700302|160|39269099|40|XP|A1|U|2025-11-28 11:39:01|
1925|5700226|160|39269099|104|XP|A1|U|2025-11-12 18:32:01|
3471|5600766|160|87082999|179|PS|XIX||2025-11-19 18:35:03|
3471|5600792|160|87089999|199|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700204|160|87089999|16|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
3471|5600787|160|87082999|147|PS|XIX||2025-11-20 10:54:04|
3471|5600866|160|87082201|33|PS|XIX||2025-11-14 16:09:02|
3471|5600864|160|87082999|58|PS|XIX||2025-11-14 16:48:03|
3471|5600862|160|73269099|140|XP|T9|U|2025-11-14 16:48:01|
3471|5600799|160|73269099|4|XP|T9|U|2025-11-14 15:49:03|
1925|5100860|160|87089203|35|EN|X|NOM-050-SCFI-2004|2025-11-19 11:28:07|
3471|5600866|160|87082999|78|PS|XIX||2025-11-14 16:09:02|
3471|5600792|160|85044099|108|EN|ENOM|NOM-058-SCFI-2017|2025-11-14 17:05:01|
3471|5600782|160|73182291|65|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
1925|5100828|160|56090002|5|EN|ENOM|NOM-004-SE-2021|2025-11-12 16:35:04|
3471|5600946|160|87082999|86|PS|XIX||2025-11-28 20:35:00|
1925|5700302|160|87082101|128|EN|X|NOM-119-SCFI-2000|2025-11-28 11:39:01|
1925|5700226|160|73269099|14|XP|T1|U|2025-11-12 18:32:01|
1925|5700277|160|87082101|73|EN|X|NOM-119-SCFI-2000|2025-11-19 09:58:01|
3471|5600866|160|87082999|70|PS|XIX||2025-11-14 16:09:02|
1925|5001392|160|85122099|56|PS|XIX||2025-11-13 13:04:03|
1925|5001421|160|87089999|143|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1905|5017408|160|98020019|4|PS|XIX||2025-11-14 18:36:06|
3471|5600862|160|87089999|234|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600863|160|73181599|2|EN|ENOM|NOM-050-SCFI-2004|2025-11-14 16:10:03|
3471|5600795|160|63079099|1|XP|T9|U|2025-11-14 15:49:02|
1925|5700327|160|39269099|135|EN|U|NOM-002-CONAGUA-2021|2025-11-20 12:24:03|
1925|5001388|160|87089999|7|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
3471|5600792|160|73181504|43|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600766|160|73262006|119|EN|U|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5700232|160|87082999|17|PS|XIX||2025-11-13 09:50:05|
1925|5700306|160|39173999|108|EN|U|NOM-209-SCFI-2017|2025-11-28 11:04:03|
1925|5700302|160|70091099|114|PS|XIX||2025-11-28 11:39:01|
1925|5700214|160|83082001|27|PS|XIX||2025-11-12 18:15:01|
1925|5700280|160|73269099|3|XP|T9|U|2025-11-19 10:02:01|
1925|5700202|160|87082999|6|PS|XIX||2025-11-13 10:26:04|
1925|5001388|160|70091099|43|PS|XIX||2025-11-13 13:04:02|
3471|5600787|160|87089999|236|EN|X|NOM-050-SCFI-2004|2025-11-20 10:54:04|
1925|5700200|160|87082999|58|PS|XIX||2025-11-13 10:25:05|
3471|5600862|160|73181599|82|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600895|160|87082999|65|PS|XIX||2025-11-15 11:53:02|
1925|5700208|160|87082999|12|PS|XIX||2025-11-13 11:04:05|
3471|5600787|160|85122002|115|EN|X|NOM-024-SCFI-2013|2025-11-20 10:54:04|
1925|5700232|160|87082999|15|PS|XIX||2025-11-13 09:50:05|
3471|5600866|160|87082999|62|PS|XIX||2025-11-14 16:09:02|
1925|5001421|160|39269099|116|XP|A1|U|2025-11-19 12:01:02|
1925|5700218|160|85182202|116|EN|U|NOM-208-SCFI-2016|2025-11-13 10:05:03|
3471|5600950|160|84213199|22|EN|X|NOM-050-SCFI-2004|2025-11-27 18:19:02|
3471|5600950|160|39269099|13|EN|X|NOM-050-SCFI-2004|2025-11-27 18:19:02|
1925|5100825|160|87082999|5|PS|XIX||2025-11-12 16:35:02|
1925|5100854|160|73269099|136|XP|T9|U|2025-11-19 11:25:05|
3471|5600796|160|87082999|57|PS|XIX||2025-11-14 17:16:03|
3471|5600792|160|85182202|115|EN|U|NOM-208-SCFI-2016|2025-11-14 17:05:01|
3471|5600785|160|87089412|81|EN|X|NOM-050-SCFI-2004|2025-11-19 19:35:02|
1925|5700200|160|87082999|2|PS|XIX||2025-11-13 10:25:05|
3471|5600895|160|39269029|5|PS|XIX||2025-11-15 11:53:02|
3471|5600895|160|87089999|103|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
3471|5600858|160|87089412|75|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600787|160|87089999|234|EN|X|NOM-050-SCFI-2004|2025-11-20 10:54:04|
1925|5700204|160|39269099|78|EN|U|NOM-002-CONAGUA-2021|2025-11-13 10:37:02|
3471|5600862|160|73182291|121|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5700271|160|39269099|140|XP|S1|U|2025-11-19 09:42:02|
1925|5100823|160|73181599|79|EC|1||2025-11-12 16:31:00|
1925|5700302|160|85291009|105|EN|X|NOM-024-SCFI-2013|2025-11-28 11:39:01|
3471|5600950|160|98020019|133|EC|1||2025-11-27 18:19:02|
1925|5700226|160|73181599|8|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
3471|5600764|160|87082922|121|PS|XIX||2025-11-19 19:00:03|
3471|5600794|160|87082999|74|PS|XIX||2025-11-14 15:50:01|
3471|5600793|160|73269099|3|XP|T3|U|2025-11-14 15:49:02|
1925|5700279|160|73181504|69|EN|X|NOM-050-SCFI-2004|2025-11-19 09:58:02|
1925|5001394|160|84213199|2|PS|XIX||2025-11-13 11:32:07|
3471|5600794|160|87089999|111|EN|X|NOM-050-SCFI-2004|2025-11-14 15:50:01|
3471|5600794|160|87085099|91|PS|XIX||2025-11-14 15:50:01|
1925|5700238|160|87085099|149|PS|XIX||2025-11-13 14:41:01|
1925|5700355|160|87082999|56|PS|XIX||2025-11-20 11:41:02|
3471|5600858|160|85071099|23|PS|XIX||2025-11-14 17:16:03|
3471|5600858|160|84253101|18|PS|XIX||2025-11-14 17:16:03|
1925|5100858|160|87089999|3|EN|X|NOM-050-SCFI-2004|2025-11-19 11:48:01|
1925|5700210|160|87082922|43|PS|XIX||2025-11-12 17:57:01|
3471|5600946|160|39269099|7|EN|X|NOM-050-SCFI-2004|2025-11-28 20:35:00|
3577|5102464|521|84672101|1|EN|X|NOM-024-SCFI-2013|2025-11-27 12:08:02|
1925|5700224|160|73181606|1|EN|X|NOM-050-SCFI-2004|2025-11-12 18:26:02|
1925|5700279|160|83023091|31|PS|XIX||2025-11-19 09:58:02|
3471|5600860|160|39269099|7|XP|A1|U|2025-11-14 16:30:07|
3471|5600862|160|82060001|145|PS|XIX||2025-11-14 16:48:01|
1925|5700283|160|39269099|39|XP|S3|U|2025-11-19 10:05:03|
1925|5001394|160|87089999|179|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
3471|5600860|160|87082999|82|PS|XIX||2025-11-14 16:30:07|
3471|5600864|160|87089904|99|PS|XIX||2025-11-14 16:48:03|
1925|5700218|160|87089412|104|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5001425|160|87082999|148|PS|XIX||2025-11-19 12:01:01|
3471|5600860|160|73181599|26|EC|1||2025-11-14 16:30:07|
3471|5600860|160|39269099|12|EN|U|NOM-002-CONAGUA-2021|2025-11-14 16:30:07|
1925|5001427|160|87082999|8|PS|XIX||2025-11-19 12:00:05|
1925|5700210|160|70091099|45|PS|XIX||2025-11-12 17:57:01|
3471|5600946|160|87082999|83|PS|XIX||2025-11-28 20:35:00|
1925|5700351|160|87082999|44|PS|XIX||2025-11-28 14:22:01|
1925|5100828|160|73269099|2|XP|T1|U|2025-11-12 16:35:04|
1925|5700277|160|87089999|26|EN|X|NOM-050-SCFI-2004|2025-11-19 09:58:01|
3471|5600798|160|90328999|224|PS|XIX||2025-11-14 16:30:06|
3471|5600866|160|87089412|92|EN|X|NOM-050-SCFI-2004|2025-11-14 16:09:02|
1925|5700276|160|73269099|4|XP|T1|U|2025-11-19 09:52:01|
1925|5700232|160|87082999|31|PS|XIX||2025-11-13 09:50:05|
1925|5001394|160|85444299|120|PS|XIX||2025-11-13 11:32:07|
1925|5700240|160|73181606|8|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
1925|5700218|160|87088099|95|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
