Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3471|5600798|160|2025-10-21|COVE257TFXCK2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:30:06|
3471|5600782|160|2025-10-14|COVE257TL1UH4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 15:41:01|
3471|5600783|160|2025-10-14|COVE257TL1R63|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 15:08:00|
1925|5700224|160|2025-10-10|COVE257TE38E6|CIF|USD|36730.85|36730.85|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 18:26:02|
3471|5600788|160|2025-10-16|COVE257TD9Z47|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 10:54:04|
3471|5600792|160|2025-10-21|COVE257TDBZ93|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 17:05:01|
1925|5001392|160|2025-10-08|COVE257SGUUG3|CIF|USD|65507.06|65507.06|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 13:04:03|
3471|5600794|160|2025-10-21|COVE257TEIG35|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 15:50:01|
1925|5100824|160|2025-10-11|COVE257SBL2R6|CIF|USD|475.92|475.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:04|
1925|5700218|160|2025-10-10|COVE257TF4CD2|CIF|USD|107076.68|107076.68|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:05:03|
3577|5102457|521|2025-11-25|COVE257UFSPZ3|DAP|USD|709.50|709.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-26 11:09:01|
1925|5001393|160|2025-10-08|COVE257SH1R16|CIF|USD|1714.70|1714.70|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:03|
1925|5700238|160|2025-10-12|COVE257TD8HS8|CIF|USD|60538.73|60538.73|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 14:41:01|
1925|5100832|160|2025-10-11|COVE257SELVJ1|CIF|USD|122.22|122.22|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:40:01|
1925|5001394|160|2025-10-08|COVE257SGUSE8|CIF|USD|40277.45|40277.45|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:07|
1925|5700214|160|2025-10-10|COVE257TF0KH7|CIF|USD|69099.40|69099.40|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 18:15:01|
1925|5700355|160|2025-10-15|COVE257TZV9H4|CIF|USD|88690.30|88690.30|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-20 11:41:02|
1925|5700307|160|2025-10-30|COVE257U9AMO3|CIF|USD|393.14|393.14|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:14:02|
1925|5001394|160|2025-10-08|COVE257SGUSH6|CIF|USD|106230.34|106230.34|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:07|
1925|5700362|160|2025-10-15|COVE257TZWEN8|CIF|USD|620.16|620.16|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 13:25:02|
3471|5600863|160|2025-10-09|COVE257TQFI21|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:10:03|
3577|5102462|521|2025-11-20|COVE257UKJUI5|DAP|USD|709.50|709.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-27 14:03:01|
1925|5001421|160|2025-10-21|COVE257TGJ0P5|CIF|USD|75356.33|75356.33|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:01:02|
1925|5001389|160|2025-10-08|COVE257SE2PW2|CIF|USD|381.83|381.83|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:02|
1925|5700305|160|2025-10-30|COVE257U9X6J8|CIF|USD|121.92|121.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:04:02|
3577|5102332|521|2025-11-05|COVE257TE3S91|DAP|USD|44388.00|44388.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-06 10:54:01|
1925|5001391|160|2025-10-08|COVE257SE9S38|CIF|USD|24.64|24.64|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:03|
1925|5700294|160|2025-10-27|COVE257U44W23|CIF|USD|1403.96|1403.96|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-26 18:00:10|
3043|5003623|523|2025-11-13|COVE257UGVOL1|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2025-11-26 14:38:01|
3471|5600943|160|2025-10-29|COVE257UKLR17|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 18:24:03|
1925|5700211|160|2025-10-10|COVE257TDODN5|CIF|USD|1654.95|1654.95|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 18:07:01|
3471|5600790|160|2025-10-16|COVE257U40903|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 18:29:02|
1925|5700242|160|2025-10-12|COVE257TGJF01|CIF|USD|19709.69|19709.69|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:23:02|
3471|5600949|160|2025-10-29|COVE257UI3HS3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 18:39:02|
1925|5700319|160|2025-10-30|COVE257U9YRF7|CIF|USD|1944.64|1944.64|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:23:03|
1925|5700301|160|2025-10-30|COVE257U8P7F5|CIF|USD|518.14|518.14|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 10:52:03|
1925|5700293|160|2025-10-27|COVE257U40KN8|CIF|USD|59594.30|59594.30|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-27 10:15:02|
1925|5001392|160|2025-10-08|COVE257SGUUB7|CIF|USD|76046.98|76046.98|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 13:04:03|
3471|5600951|160|2025-10-29|COVE257UL5J55|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 17:47:14|
3471|5600767|160|2025-10-20|COVE257U1TO25|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 15:26:02|
3471|5600769|160|2025-10-20|COVE257T75M05|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 16:47:04|
3471|5600781|160|2025-10-14|COVE257U1XUZ3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:29:03|
1925|5700306|160|2025-10-30|COVE257UATVX8|CIF|USD|62540.04|62540.04|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:04:03|
1925|5700289|160|2025-10-27|COVE257U3UBJ2|CIF|USD|57478.28|57478.28|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-26 17:57:07|
1637|5201476|521|2025-10-25|COVE257THGX85|DAP| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-06 23:20:01|
3471|5600951|160|2025-10-29|COVE257UI9AZ6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 17:47:14|
1925|5001422|160|2025-10-21|COVE257T7MSA6|CIF|USD|1576.42|1576.42|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:01|
3577|5102426|521|2025-11-07|COVE257U2QKT6|DAP|USD|54306.80|54306.80|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-19 13:30:01|
1925|5700207|160|2025-10-12|COVE257TC2PS5|CIF|USD|2790.23|2790.23|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:02:03|
1925|5700341|160|2025-10-17|COVE257TYCIH7|CIF|USD|71444.46|71444.46|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-22 10:54:02|
1925|5700343|160|2025-10-17|COVE257TYDTN3|CIF|USD|62828.20|62828.20|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-22 10:57:01|
1925|5100858|160|2025-10-14|COVE257SUH361|CIF|USD|78695.95|78695.95|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:48:01|
3471|5600858|160|2025-10-09|COVE257TNUQG5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 17:16:03|
1925|5100830|160|2025-10-11|COVE257TGLF41|CIF|USD|1524.07|1524.07|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:03|
1925|5700277|160|2025-10-15|COVE257TROF08|CIF|USD|59438.62|59438.62|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 09:58:01|
1925|5700366|160|2025-10-15|COVE257TZWFX1|CIF|USD|129.18|129.18|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 18:25:03|
1925|5700199|160|2025-10-12|COVE257T9K2X2|CIF|USD|72.14|72.14|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:23:01|
1925|5001426|160|2025-10-21|COVE257T8EJL5|CIF|USD|1628.60|1628.60|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:02|
1925|5700369|160|2025-10-15|COVE257TZWHR2|CIF|USD|61527.91|61527.91|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 18:50:03|
1925|5100828|160|2025-10-11|COVE257T7VHX7|CIF|USD|465.08|465.08|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:04|
3043|5003652|523|2025-11-18|COVE257UJY756|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2025-11-28 16:50:02|
3043|5003653|523|2025-11-18|COVE257UJXGP1|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2025-11-28 16:50:03|
3577|5102460|521|2025-11-24|COVE257UG2X07|DAP|USD|709.50|709.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-26 14:06:01|
3471|5600953|160|2025-10-29|COVE257UGXT13|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 17:41:04|
3577|5102455|521|2025-11-20|COVE257UFS6O2|DAP|USD|709.50|709.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-26 14:06:01|
1925|5700304|160|2025-10-30|COVE257U8KQZ2|CIF|USD|33200.50|33200.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:04:02|
1925|5700309|160|2025-10-30|COVE257U9EJS1|CIF|USD|1714.70|1714.70|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:14:04|
1925|5700314|160|2025-10-30|COVE257U2QL94|CIF|USD|40362.07|40362.07|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:33:03|
1925|5700297|160|2025-10-27|COVE257U4XSI1|CIF|USD|26808.57|26808.57|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-27 13:25:01|
3471|5600871|160|2025-11-04|COVE257TQAEY4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 18:38:03|
1925|5700292|160|2025-10-27|COVE257U3YKC8|CIF|USD|1374.04|1374.04|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-27 10:15:01|
