Patente|Pedimento|SeccionAduanera|ConsecutivoRemesa|NumeroSeleccion|FechaSeleccion|HoraSeleccion|SemaforoFiscal|ClaveDocumento|TipoOperacion
1647|5016705|240|48|1|2025-11-13|15:06|1|RT|2|
1925|5100830|160|0|1|2025-11-14|08:17|1|A1|1|
1647|5016705|240|49|1|2025-11-13|18:43|1|RT|2|
3132|5005724|160|0|1|2025-11-03|15:31|1|A1|1|
1647|5016705|240|104|1|2025-11-17|08:21|1|RT|2|
1925|5700341|160|0|1|2025-11-24|21:55|1|IN|1|
1647|5006994|240|10|1|2025-11-06|12:35|1|RT|2|
1647|5017166|240|84|1|2025-11-23|10:47|1|RT|2|
1647|5016705|240|67|1|2025-11-15|10:28|1|RT|2|
1925|5700333|160|0|1|2025-11-24|18:10|1|IN|1|
1647|5016705|240|23|1|2025-11-12|11:48|1|RT|2|
1647|5016705|240|66|1|2025-11-15|10:19|1|RT|2|
1647|5006994|240|28|1|2025-11-09|10:10|1|RT|2|
1647|5016705|240|76|1|2025-11-16|08:41|1|RT|2|
1925|5001428|160|0|1|2025-11-20|14:23|1|A1|1|
1647|5016705|240|80|1|2025-11-16|09:31|1|RT|2|
3577|5102382|521|0|1|2025-11-19|19:30|0|IN|1|
1925|5001424|160|0|1|2025-11-20|17:47|1|A1|1|
1647|5017166|240|32|1|2025-11-21|07:33|1|RT|2|
1647|5016705|240|98|1|2025-11-16|13:33|1|RT|2|
1647|5016705|240|55|1|2025-11-14|16:33|1|RT|2|
1647|5016705|240|21|1|2025-11-12|11:23|0|RT|2|
1647|5006994|240|33|1|2025-11-09|10:48|1|RT|2|
1647|5017166|240|66|1|2025-11-23|09:03|1|RT|2|
1925|5700169|160|0|1|2025-11-03|17:14|1|A1|1|
1925|5001392|160|0|1|2025-11-14|14:04|1|IN|1|
1647|5017166|240|4|1|2025-11-19|18:16|1|RT|2|
1647|5016705|240|100|1|2025-11-16|13:59|1|RT|2|
1925|5700276|160|0|1|2025-11-20|10:33|1|A1|1|
1647|5016705|240|34|1|2025-11-12|18:14|1|RT|2|
1647|5006994|240|21|1|2025-11-08|13:23|1|RT|2|
1647|5006933|240|66|1|2025-11-01|13:29|1|RT|2|
1925|5700356|160|0|1|2025-11-26|14:13|0|A1|1|
1647|5006994|240|34|1|2025-11-09|10:48|1|RT|2|
3471|5600736|160|4|1|2025-11-25|18:39|1|A1|1|
1647|5017166|240|96|1|2025-11-23|12:20|1|RT|2|
1925|5700270|160|0|1|2025-11-20|21:13|1|A1|1|
3471|5600736|160|1|1|2025-11-25|20:32|1|A1|1|
3471|5600797|160|0|1|2025-11-19|17:46|1|A1|1|
1647|5017166|240|98|1|2025-11-23|13:06|1|RT|2|
1925|5100823|160|0|1|2025-11-14|13:39|1|IN|1|
1647|5006994|240|20|1|2025-11-08|13:16|1|RT|2|
3897|5611632|240|0|1|2025-11-17|04:27|1|T3|1|
1647|5016705|240|119|1|2025-11-17|12:50|1|RT|2|
1647|5016705|240|65|1|2025-11-15|09:46|1|RT|2|
1647|5016705|240|58|1|2025-11-14|19:28|1|RT|2|
1925|5700346|160|0|1|2025-11-26|13:32|1|A1|1|
1647|5006933|240|81|1|2025-11-02|14:16|1|RT|2|
1647|5016705|240|91|1|2025-11-16|12:54|1|RT|2|
1925|5700201|160|0|1|2025-11-15|15:26|1|A1|1|
1647|5017166|240|22|1|2025-11-20|09:37|1|RT|2|
3471|5600789|160|0|1|2025-11-25|10:28|1|IN|1|
1647|5006933|240|75|1|2025-11-02|11:25|1|RT|2|
3471|5600736|160|6|1|2025-11-25|19:21|1|A1|1|
3043|5603391|520|5|1|2025-11-04|10:39|1|A1|2|
1647|5017166|240|77|1|2025-11-23|09:59|1|RT|2|
1647|5016705|240|116|1|2025-11-17|11:05|1|RT|2|
3471|5600798|160|0|1|2025-11-19|16:43|1|IN|1|
1647|5017166|240|7|1|2025-11-19|19:56|1|RT|2|
3577|5102430|521|0|1|2025-11-20|18:28|1|AF|1|
1647|5017166|240|74|1|2025-11-23|09:49|1|RT|2|
1647|5017166|240|10|1|2025-11-19|20:11|1|RT|2|
1925|5700159|160|0|1|2025-11-03|15:47|1|A1|1|
1647|5016705|240|68|1|2025-11-15|10:59|1|RT|2|
1647|5017166|240|51|1|2025-11-22|14:36|1|RT|2|
1925|5700193|160|0|1|2025-11-03|09:01|1|IN|1|
1925|5700170|160|0|1|2025-11-03|17:14|1|IN|1|
1925|5700275|160|0|1|2025-11-20|10:33|1|IN|1|
1647|5017166|240|69|1|2025-11-23|09:09|1|RT|2|
3897|5611429|240|0|1|2025-11-13|06:27|1|T3|1|
1647|5006994|240|36|1|2025-11-09|11:18|1|RT|2|
1647|5016705|240|83|1|2025-11-16|11:18|1|RT|2|
1647|5006933|240|71|1|2025-11-02|10:22|1|RT|2|
1647|5006994|240|25|1|2025-11-09|09:36|1|RT|2|
1647|5016705|240|70|1|2025-11-15|12:09|1|RT|2|
1925|5700224|160|0|1|2025-11-14|19:12|1|IN|1|
3471|5600767|160|0|1|2025-11-22|14:18|0|A1|1|
1647|5016705|240|38|1|2025-11-13|07:06|1|RT|2|
3043|5603391|520|3|1|2025-11-03|11:21|0|A1|2|
1647|5017166|240|71|1|2025-11-23|09:35|1|RT|2|
1925|5100857|160|0|1|2025-11-21|21:44|1|A1|1|
1925|5700347|160|0|1|2025-11-26|13:32|1|IN|1|
1647|5016705|240|112|1|2025-11-17|10:11|1|RT|2|
1647|5006933|240|77|1|2025-11-02|12:49|1|RT|2|
1647|5006933|240|85|1|2025-11-03|16:47|1|RT|2|
1925|5700188|160|0|1|2025-11-03|09:39|1|A1|1|
3043|5603391|520|4|1|2025-11-03|11:23|1|A1|2|
1647|5017166|240|54|1|2025-11-22|14:51|1|RT|2|
3577|5102363|521|0|1|2025-11-07|17:16|1|A1|1|
1647|5006994|240|37|1|2025-11-09|11:45|1|RT|2|
1647|5016705|240|118|1|2025-11-17|11:33|1|RT|2|
1647|5016705|240|54|1|2025-11-14|14:35|1|RT|2|
3577|5102390|521|0|1|2025-11-19|19:30|0|A1|1|
1647|5017166|240|18|1|2025-11-20|08:31|1|RT|2|
1647|5006994|240|43|1|2025-11-09|13:26|1|RT|2|
1647|5017166|240|35|1|2025-11-21|18:28|1|RT|2|
1647|5017166|240|53|1|2025-11-22|14:47|1|RT|2|
1647|5006994|240|27|1|2025-11-09|10:03|1|RT|2|
1925|5700360|160|0|1|2025-11-24|17:01|1|A1|1|
1647|5016705|240|81|1|2025-11-16|09:34|1|RT|2|
1647|5006994|240|4|1|2025-11-05|13:24|1|RT|2|
1647|5016705|240|111|1|2025-11-17|10:05|1|RT|2|
1647|5006994|240|30|1|2025-11-09|10:28|1|RT|2|
1647|5016705|240|73|1|2025-11-16|08:30|1|RT|2|
1647|5016705|240|63|1|2025-11-15|08:39|1|RT|2|
3043|5603391|520|1|1|2025-11-03|11:19|1|A1|2|
1647|5017166|240|11|1|2025-11-19|21:34|1|RT|2|
1647|5017166|240|33|1|2025-11-21|08:27|1|RT|2|
1647|5006994|240|44|1|2025-11-09|13:43|1|RT|2|
1925|5001394|160|0|1|2025-11-14|14:33|0|IN|1|
1647|5006994|240|24|1|2025-11-09|09:27|1|RT|2|
1647|5006994|240|2|1|2025-11-04|17:44|1|RT|2|
1647|5006933|240|79|1|2025-11-02|13:46|1|RT|2|
3043|5603391|520|2|1|2025-11-03|11:20|1|A1|2|
1647|5017166|240|15|1|2025-11-20|07:37|1|RT|2|
1647|5016705|240|60|1|2025-11-14|20:56|1|RT|2|
1647|5016705|240|108|1|2025-11-17|09:17|1|RT|2|
1925|5700277|160|0|1|2025-11-20|10:33|1|IN|1|
1925|5700230|160|0|1|2025-11-14|11:10|1|IN|1|
1647|5006933|240|70|1|2025-11-02|10:17|1|RT|2|
1647|5016705|240|74|1|2025-11-16|08:35|1|RT|2|
3043|5603394|520|1|1|2025-11-03|14:16|1|A1|2|
3043|5603395|520|1|1|2025-11-03|14:16|1|RT|2|
1647|5016705|240|88|1|2025-11-16|12:22|1|RT|2|
1647|5017166|240|101|1|2025-11-23|13:30|1|RT|2|
1925|5700367|160|0|1|2025-11-26|07:59|1|IN|1|
1647|5016705|240|1|1|2025-11-10|18:29|1|RT|2|
1647|5017166|240|63|1|2025-11-23|08:53|1|RT|2|
1647|5017166|240|95|1|2025-11-23|11:46|1|RT|2|
3471|5600736|160|3|1|2025-11-26|10:28|0|A1|1|
1647|5017166|240|6|1|2025-11-19|19:50|1|RT|2|
1647|5016705|240|93|1|2025-11-16|13:06|1|RT|2|
1647|5016705|240|124|1|2025-11-18|12:50|1|RT|2|
1647|5016705|240|2|1|2025-11-10|21:41|1|RT|2|
1925|5700326|160|0|1|2025-11-21|19:20|1|A1|1|
1647|5017166|240|100|1|2025-11-23|13:28|1|RT|2|
1925|5700368|160|0|1|2025-11-24|19:57|1|A1|1|
1647|5017166|240|88|1|2025-11-23|11:11|1|RT|2|
1647|5016705|240|6|1|2025-11-11|13:38|1|RT|2|
1647|5017166|240|59|1|2025-11-23|08:19|1|RT|2|
1925|5700209|160|0|1|2025-11-14|19:34|1|A1|1|
3471|5600893|160|0|1|2025-11-26|15:58|0|A1|1|
1647|5016705|240|4|1|2025-11-11|13:02|1|RT|2|
1647|5006994|240|7|1|2025-11-05|21:57|1|RT|2|
1647|5016705|240|121|1|2025-11-18|11:46|1|RT|2|
1647|5017166|240|5|1|2025-11-19|19:02|1|RT|2|
1647|5017166|240|82|1|2025-11-23|10:31|1|RT|2|
1647|5016705|240|75|1|2025-11-16|08:38|1|RT|2|
1647|5017166|240|68|1|2025-11-23|09:06|1|RT|2|
1925|5700231|160|0|1|2025-11-14|11:10|1|A1|1|
1925|5700278|160|0|1|2025-11-20|14:34|1|A1|1|
1925|5700282|160|0|1|2025-11-20|21:57|1|A1|1|
3471|5600711|160|0|1|2025-11-01|07:40|1|A1|1|
1647|5016705|240|97|1|2025-11-16|13:27|1|RT|2|
1925|5700271|160|0|1|2025-11-20|21:13|1|IN|1|
3897|5611271|240|0|1|2025-11-06|17:25|1|T3|1|
1647|5016705|240|123|1|2025-11-18|12:47|1|RT|2|
1647|5017166|240|28|1|2025-11-20|16:12|1|RT|2|
1925|5001422|160|0|1|2025-11-20|13:20|1|A1|1|
1647|5016705|240|115|1|2025-11-17|10:25|1|RT|2|
1647|5017166|240|45|1|2025-11-22|13:21|1|RT|2|
1647|5016705|240|5|1|2025-11-11|13:20|1|RT|2|
1647|5016705|240|11|1|2025-11-11|20:32|1|RT|2|
1647|5006933|240|65|1|2025-11-01|13:02|1|RT|2|
1647|5017166|240|39|1|2025-11-22|12:22|1|RT|2|
3471|5600736|160|5|1|2025-11-26|07:48|0|A1|1|
3577|5102332|521|0|1|2025-11-06|17:29|1|IN|1|
1647|5006933|240|78|1|2025-11-02|13:45|1|RT|2|
1647|5017166|240|93|1|2025-11-23|11:29|1|RT|2|
1925|5700274|160|0|1|2025-11-20|10:33|1|A1|1|
1647|5016705|240|90|1|2025-11-16|12:51|1|RT|2|
1647|5016705|240|99|1|2025-11-16|13:46|1|RT|2|
1647|5017166|240|99|1|2025-11-23|13:26|1|RT|2|
1647|5016705|240|122|1|2025-11-18|11:49|1|RT|2|
1647|5016705|240|86|1|2025-11-16|11:44|1|RT|2|
1647|5017166|240|48|1|2025-11-22|13:36|1|RT|2|
1647|5006933|240|63|1|2025-11-01|12:01|1|RT|2|
1647|5016705|240|89|1|2025-11-16|12:23|1|RT|2|
1647|5016705|240|53|1|2025-11-14|13:55|1|RT|2|
3577|5102410|521|0|1|2025-11-18|17:32|1|IN|1|
1647|5017166|240|91|1|2025-11-23|11:24|1|RT|2|
1647|5016705|240|41|1|2025-11-13|12:00|1|RT|2|
1647|5016705|240|42|1|2025-11-13|12:17|1|RT|2|
1647|5016705|240|113|1|2025-11-17|10:11|1|RT|2|
1925|5001378|160|0|1|2025-11-03|12:20|1|IN|1|
1647|5016705|240|45|1|2025-11-13|14:26|0|RT|2|
1647|5017166|240|52|1|2025-11-22|14:38|1|RT|2|
1647|5016705|240|125|1|2025-11-18|13:47|1|RT|2|
1647|5016705|240|84|1|2025-11-16|11:34|1|RT|2|
1647|5016705|240|46|1|2025-11-13|14:50|1|RT|2|
1647|5016705|240|44|1|2025-11-13|13:44|1|RT|2|
1647|5016705|240|56|1|2025-11-14|18:07|1|RT|2|
1647|5017166|240|38|1|2025-11-22|09:13|1|RT|2|
1925|5700292|160|0|1|2025-11-29|18:45|1|A1|1|
1647|5016705|240|51|1|2025-11-14|11:33|1|RT|2|
1647|5016705|240|120|1|2025-11-17|14:07|1|RT|2|
1647|5017166|240|104|1|2025-11-23|14:00|1|RT|2|
1647|5016705|240|69|1|2025-11-15|11:22|1|RT|2|
1647|5016705|240|8|1|2025-11-11|16:10|1|RT|2|
1647|5016705|240|87|1|2025-11-16|12:20|1|RT|2|
1647|5016705|240|107|1|2025-11-17|09:15|1|RT|2|
1647|5016705|240|10|1|2025-11-11|16:50|1|RT|2|
1925|5700160|160|0|1|2025-11-03|15:47|1|IN|1|
1647|5016705|240|79|1|2025-11-16|09:25|1|RT|2|
1647|5017166|240|94|1|2025-11-23|11:40|1|RT|2|
1925|5700215|160|0|1|2025-11-14|19:59|1|A1|1|
1647|5016705|240|72|1|2025-11-15|14:53|1|RT|2|
1925|5100826|160|0|1|2025-11-14|09:23|0|A1|1|
1925|5700286|160|0|1|2025-11-29|18:45|1|A1|1|
1647|5016705|240|15|1|2025-11-12|08:46|1|RT|2|
1647|5016705|240|109|1|2025-11-17|09:24|1|RT|2|
1647|5016705|240|95|1|2025-11-16|13:12|1|RT|2|
1647|5006994|240|12|1|2025-11-06|13:45|1|RT|2|
1647|5016705|240|3|1|2025-11-11|11:02|1|RT|2|
1647|5016705|240|39|1|2025-11-13|07:22|0|RT|2|
1647|5017166|240|56|1|2025-11-23|08:11|1|RT|2|
1647|5017166|240|73|1|2025-11-23|09:41|1|RT|2|
1647|5016705|240|7|1|2025-11-11|13:40|1|RT|2|
1647|5016705|240|25|1|2025-11-12|13:02|1|RT|2|
1925|5700210|160|0|1|2025-11-14|19:34|1|IN|1|
1647|5006933|240|82|1|2025-11-02|14:19|1|RT|2|
1647|5016705|240|50|1|2025-11-13|19:13|1|RT|2|
1647|5016705|240|16|1|2025-11-12|08:50|1|RT|2|
1925|5700349|160|0|1|2025-11-26|13:32|1|IN|1|
1925|5100855|160|0|1|2025-11-21|15:35|0|A1|1|
1647|5016705|240|26|1|2025-11-12|13:08|1|RT|2|
1647|5016705|240|22|1|2025-11-12|11:35|1|RT|2|
1647|5017166|240|83|1|2025-11-23|10:45|1|RT|2|
1647|5006933|240|80|1|2025-11-02|14:08|1|RT|2|
1647|5017166|240|36|1|2025-11-21|19:20|0|RT|2|
1647|5016705|240|64|1|2025-11-15|09:26|1|RT|2|
1647|5016705|240|117|1|2025-11-17|11:08|1|RT|2|
1647|5016705|240|96|1|2025-11-16|13:26|1|RT|2|
1647|5017166|240|30|1|2025-11-21|07:07|1|RT|2|
1647|5017166|240|25|1|2025-11-20|10:41|1|RT|2|
1647|5017166|240|60|1|2025-11-23|08:28|1|RT|2|
1647|5017166|240|81|1|2025-11-23|10:29|1|RT|2|
1925|5100828|160|0|1|2025-11-14|16:58|1|A1|1|
1647|5017166|240|14|1|2025-11-20|07:34|1|RT|2|
1647|5017166|240|57|1|2025-11-23|08:11|1|RT|2|
1925|5700186|160|0|1|2025-11-03|09:39|1|A1|1|
3577|5102331|521|0|1|2025-11-03|19:03|1|IN|1|
1647|5016705|240|35|1|2025-11-12|20:01|1|RT|2|
1647|5017166|240|21|1|2025-11-20|09:22|1|RT|2|
1647|5016705|240|33|1|2025-11-12|17:51|1|RT|2|
1647|5016705|240|28|1|2025-11-12|14:38|1|RT|2|
1647|5016705|240|24|1|2025-11-12|13:00|1|RT|2|
1647|5016705|240|36|1|2025-11-12|20:56|1|RT|2|
