Patente|Pedimento|SeccionAduanera|NumeroGuia|TipoGuia|FechaPagoReal
3471|6400194|160|EGLV147502110842|M|2026-01-28 23:25:02|
3471|6400292|160|EGLV143559689048|M|2026-01-30 20:27:01|
1925|6100108|160|031F609949|M|2026-01-22 19:01:03|
3577|6300138|521|480-00299316|M|2026-01-28 14:48:01|
3471|6400199|160|EGLV147502110842|M|2026-01-28 23:26:00|
3043|6600189|520|031425781752|M|2026-01-31 13:51:01|
3043|6600188|520|031448175734|M|2026-01-31 13:50:02|
3471|6400233|160|ZIMUSHH32000379|M|2026-01-28 15:10:03|
3043|6600189|520|031452810269|M|2026-01-31 13:51:01|
3043|6600189|520|031452684249|M|2026-01-31 13:51:01|
1925|6100028|160|031F609949|M|2026-01-22 17:03:05|
3178|6000534|160|EGLV143574070088|M|2026-01-15 16:40:06|
1925|6100027|160|031F609949|M|2026-01-22 11:36:01|
3471|6400212|160|EGLV143559688246|M|2026-01-17 11:17:04|
3178|6000239|160|EGLV143574070100|M|2026-01-17 12:44:03|
1925|6100039|160|EGLV143574070495|M|2026-01-24 12:36:03|
1925|6100041|160|EGLV143574070495|M|2026-01-24 12:36:03|
3577|6300125|521|023-50686860|M|2026-01-27 11:03:00|
1925|6100036|160|EGLV143574070495|M|2026-01-24 12:28:02|
3577|6300125|521|887889709452|H|2026-01-27 11:03:00|
3471|6400275|160|EGLV143574071271|M|2026-01-28 13:23:02|
1614|6000513|160|EGLV143574071173|M|2026-01-28 13:34:04|
3043|6600188|520|031452810269|M|2026-01-31 13:50:02|
1925|6100037|160|EGLV143574070495|M|2026-01-24 12:30:02|
1925|6100034|160|EGLV143574070495|M|2026-01-24 12:24:04|
3178|6000536|160|EGLV143574070088|M|2026-01-15 16:40:07|
3471|6400381|160|EGLV143574071262|M|2026-01-30 09:49:05|
1614|6000515|160|EGLV143574071173|M|2026-01-28 13:35:02|
3043|6600096|523|000006096737|M|2026-01-19 18:33:01|
3043|6600188|520|031426452930|M|2026-01-31 13:50:02|
3043|6600188|520|031424163395|M|2026-01-31 13:50:02|
3471|6400324|160|EGLV143574071394|M|2026-01-30 10:05:05|
3043|6600118|520|031251892418|M|2026-01-19 18:30:04|
3471|6400061|160|EGLV143574070096|M|2026-01-09 16:01:03|
3471|6400251|160|EGLV143559688238|M|2026-01-28 14:24:03|
3043|6600189|520|031452743256|M|2026-01-31 13:51:01|
1614|6001100|160|EGLV143574071173|M|2026-01-28 16:48:06|
1614|6000514|160|EGLV143574071173|M|2026-01-28 13:34:06|
1925|6000113|160|EGLV143574071254|M|2026-01-29 11:24:03|
3043|6600188|520|031427005096|M|2026-01-31 13:50:02|
