Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3471|6400215|160|98020019|174|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.53542|257|257|14.40|480.000|6|9.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 12:39:02|
1614|6000508|160|98020019|172|00|ACCESORIO PARA TUBERIA|32.73333|3928|3928|223.20|120.000|6|15.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3178|6000954|160|98020019|191|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|4.80938|1539|1539|86.40|320.000|6|0.32000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:42:01|
1614|6000080|160|87082201|45|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|14.43333|3464|3464|194.40|240.000|6|240.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:06|
3471|6400215|160|98020019|147|00|CINCHO METALICO|0.53333|128|128|7.20|240.000|6|4.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 12:39:02|
3178|6000239|160|87082999|60|99|PARTE PARA CARROCERIA|26.11000|2611|2611|146.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-17 12:44:03|
3471|6400146|160|85122002|39|00|CALAVERA|300.25000|4804|4804|268.00|16.000|6|0.32000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400160|160|87082999|28|99|PARTE DE LA CARROCERIA|14.70000|2352|2352|131.20|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 12:28:01|
3471|6400207|160|87082999|18|99|PARTE DE CARROCERIA|3.20833|385|385|21.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-17 11:39:02|
1614|6000078|160|87089999|60|99|TUBO DE CONEXION|19.06667|2288|2288|128.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:04|
1614|6000090|160|85269299|14|00|LLAVE INTELIGENTE|35.10000|4212|4212|236.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
3471|6400240|160|98020019|160|00|ETIQUETA AUTOADHESIVA|1.41667|170|170|9.60|120.000|6|2.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 09:17:02|
1614|6000510|160|98020019|93|00|CALAVERA|294.78333|35374|35374|2010.00|120.000|6|54.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3471|6400217|160|98020019|184|00|ABRAZADERA DE ACERO|4.27500|1026|1026|57.60|240.000|6|4.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 18:01:03|
1614|6000072|160|85122099|55|00|LUCES AUTOMOTRIZ|136.06818|5987|5987|334.84|44.000|6|13.64000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-07 20:04:00|
3471|6400050|160|87089199|81|00|SISTEMA DE REFRIGERACION|1306.87500|20910|20910|1161.60|16.000|6|16.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-07 17:58:03|
1614|6000086|160|85124001|22|00|SISTEMA DE LIMPIA PARABRISAS|1177.50000|56520|56520|3172.32|48.000|6|144.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:04|
3471|6400251|160|98020019|98|00|EMPAQUE|4.22500|338|338|19.20|80.000|6|1.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
3471|6400240|160|98020019|168|00|ETIQUETA AUTOADHESIVA|0.35000|42|42|2.40|120.000|6|2.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 09:17:02|
1614|6000088|160|98020019|145|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|2.49537|539|539|30.24|216.000|6|49.03000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:37:05|
3471|6400213|160|85371006|21|00|MODULO ELECTRONICO|942.32500|113079|113079|6346.80|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 16:17:03|
3178|6000239|160|98020019|3|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.35750|286|286|16.00|800.000|6|90.16850|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-17 12:44:03|
3471|6400146|160|98020019|150|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|2.50937|803|803|44.80|320.000|6|6.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|87089203|102|99|PARTE DEL ESCAPE|25.99375|4159|4159|232.00|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400209|160|87089999|57|99|TUBO PREFORMADO|32.42857|1816|1816|101.92|56.000|6|56.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-17 11:17:02|
3178|6000535|160|98020019|103|00|PASADOR|3.93500|787|787|44.00|200.000|6|4.04160|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 13:00:04|
1614|6000081|160|73269099|5|99|EMBALAJE METALICO|143.16667|859|859|48.24|6.000|6|151.20000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-20 11:17:06|
3178|6000847|160|87082999|139|99|SOPORTE|9.80000|1568|1568|88.00|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:17:03|
1614|6000508|160|40093106|121|02|TUBO DE CAUCHO|47.85000|957|957|54.40|20.000|6|8.36000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
1614|6000094|160|87082999|151|99|PARTE PARA CARROCERIA|6.94444|500|500|28.08|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:08|
3471|6400050|160|87082999|56|99|PARTE DE LA CARROCERIA|124.20588|16892|16892|938.40|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-07 17:58:03|
3471|6400155|160|94019999|9|01|PARTE PARA ASIENTO|184.69863|13483|13483|754.09|73.000|6|1.46000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 17:22:04|
1614|6000082|160|98020019|195|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.42500|684|684|38.40|480.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:02|
1614|6000518|160|83100099|141|00|PLACA DE IDENTIFICACION DEL VEHICULO|2.64167|317|317|18.00|120.000|6|0.00800|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
1925|6100030|160|87089999|5|99|TUBO PREFORMADO|32.25000|5160|5160|289.60|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:09:04|
1614|6000088|160|98020019|136|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.71181|205|205|11.52|288.000|6|0.52000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:37:05|
3471|6400217|160|87087006|90|00|TAPAS PARA RUEDAS|3.38750|271|271|15.20|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 18:01:03|
3471|6400207|160|87082999|21|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|2.14167|257|257|14.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-17 11:39:02|
3471|6400146|160|98020019|166|00|TUERCA|1.25469|5621|5621|313.60|4480.000|6|89.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|87089999|116|99|TUBERIA PREFORMADA|10.93125|1749|1749|97.60|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|87082999|60|99|PARTE DE LA CARROCERIA|7.52813|2409|2409|134.40|320.000|6|320.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
1614|6000080|160|87082201|49|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|3.74167|1796|1796|100.80|480.000|6|480.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:06|
3471|6400185|160|39235001|9|00|TAPON|1.06981|567|567|31.80|530.000|6|10.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
3178|6000847|160|73181504|76|00|TORNILLO|0.17813|114|114|6.40|640.000|6|1.92000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:17:03|
1614|6001098|160|73269099|3|99|EMBALAJE DE ACERO|141.50000|849|849|48.24|6.000|6|153.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-28 16:24:01|
3471|6400217|160|98020019|135|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.35556|128|128|7.20|360.000|6|7.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 18:01:03|
3471|6400079|160|98020019|100|00|TABLERO DE INSTRUMENTO|4032.00000|225792|225792|12628.00|56.000|6|7.12000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 16:17:05|
3471|6400048|160|87089999|109|99|TUBERIA PREFORMADA|62.64706|8520|8520|473.28|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-07 14:59:03|
3471|6400185|160|73182291|23|99|ARANDELA|1.60333|962|962|54.00|600.000|6|12.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
1925|6100103|160|87082999|101|99|PARTE PARA CARROCERIA|4.13235|281|281|15.64|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 18:55:02|
1925|6100038|160|94019999|160|01|PARTES PARA AUTO|1.78125|570|570|32.00|320.000|6|34.51027|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:04:01|
1614|6000084|160|70091099|33|02|ESPEJO|67.52500|2701|2701|151.60|40.000|6|34.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:03|
1614|6000084|160|87089999|59|99|TUBERIA PREFORMADA|33.31667|3998|3998|224.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:03|
3471|6400146|160|98020019|149|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|2.68571|376|376|21.00|140.000|6|2.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|98020019|180|00|ABRAZADERA|0.35625|57|57|3.20|160.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400160|160|87082999|49|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|7.35000|2352|2352|131.20|320.000|6|320.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 12:28:01|
3471|6400160|160|94019999|64|01|PARTES PARA ASIENTO DE USO AUTOMOTRIZ|2.50937|803|803|44.80|320.000|6|6.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 12:28:01|
1614|6000080|160|87082999|35|99|PARTE PARA CARROCERIA|354.20370|19127|19127|1073.52|54.000|6|54.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:06|
1614|6000090|160|98020019|260|00|ARANDELA DE ACERO|1.95833|564|564|31.68|288.000|6|5.47000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
1925|6100038|160|39269099|112|06|CLIP|0.35625|456|456|25.60|1280.000|6|138.04110|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:04:01|
1925|6100109|160|85182202|74|99|ALTAVOCES|1487.50000|8925|8925|496.38|6.000|6|6.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
3471|6400217|160|87082999|80|99|PARTE DE LA CARROCERIA|19.60000|2352|2352|132.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 18:01:03|
3471|6400016|160|87082999|16|99|PARTE DE LA CARROCERIA|14.66667|1056|1056|59.04|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 11:16:04|
3471|6400048|160|87088099|81|00|AMORTIGUADOR|520.24000|26012|26012|1445.00|50.000|6|50.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-07 14:59:03|
3178|6000535|160|85371006|29|00|MODULO DE CONTROL INTELIGENTE|207.22500|8289|8289|463.60|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 13:00:04|
1925|6100109|160|98020019|10|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.43873|1761|1761|97.92|1224.000|6|60.74564|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
3178|6000954|160|87088005|137|00|PARTE DE LA SUSPENSION|102.62500|13957|13957|783.36|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:42:01|
1614|6000076|160|87082999|48|99|PARTE PARA CARROCERIA|177.10000|21252|21252|1192.80|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:03|
3471|6400213|160|40093106|6|02|TUBO DE CAUCHO|48.46000|4846|4846|272.00|100.000|6|2.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 16:17:03|
3471|6400160|160|87082999|32|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|28.68125|4589|4589|256.00|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 12:28:01|
3471|6400160|160|87082999|31|99|PARTE DE CARROCERIA|24.01802|2666|2666|148.74|111.000|6|111.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 12:28:01|
3471|6400146|160|87082999|70|99|PARTE DE LA CARROCERIA|2.51042|482|482|26.88|192.000|6|192.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|87089999|120|99|TUBERIA PREFORMADA|55.74375|8919|8919|497.60|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
1614|6000086|160|87088007|39|00|BRAZO DE LA SUSPENSION|228.76667|13726|13726|770.40|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:04|
1614|6000080|160|39263002|4|99|REFLECTOR DE USO AUTOMOTRIZ|215.22500|17218|17218|966.40|80.000|6|20.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:06|
1925|6100040|160|98020019|158|00|ETIQUETA AUTOADHESIVA|0.89375|143|143|8.00|160.000|6|1.98209|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
1925|6100109|160|98020019|90|00|DISTRIBUIDOR DE VENTILACION|73.00000|9928|9928|552.16|136.000|6|6.74952|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
1614|6000084|160|87082101|38|00|CINTURON DE SEGURIDAD|406.21667|48746|48746|2736.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:03|
1614|6000070|160|85122099|75|00|FARO|771.00000|33924|33924|1897.28|44.000|6|18.92000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-07 20:03:02|
1614|6000070|160|87082919|63|00|PUERTA|4164.16667|49970|49970|2794.68|12.000|6|12.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-07 20:03:02|
1614|6000082|160|98020019|211|00|ARANDELA DE ACERO|0.17917|86|86|4.80|480.000|6|91.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:02|
1925|6100109|160|87088005|130|00|PARTE DE LA SUSPENSION|7.19118|978|978|54.40|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
3471|6400240|160|87088007|80|00|BRAZO DE LA SUSPENSION|296.78333|17807|17807|1006.80|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 09:17:02|
1614|6000090|160|87089203|128|99|PARTE DEL ESCAPE|40.08333|2886|2886|162.00|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
1614|6000086|160|98020019|70|00|DUCTO|14.96667|5388|5388|302.40|360.000|6|27.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:04|
3471|6400160|160|87082999|42|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|49.12500|1572|1572|87.68|32.000|6|32.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 12:28:01|
3471|6400146|160|98020019|236|00|MANUAL DE USUARIO|17.74375|2839|2839|158.40|160.000|6|80.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|40169901|20|00|MANUFACTURA DE CAUCHO DE USO TECNICO|1.61319|2323|2323|129.60|1440.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|87089999|113|99|TUBERIA PREFORMADA|48.75625|7801|7801|435.20|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
1614|6000080|160|87082999|46|99|PARTE PARA CARROCERIA|11.57917|2779|2779|156.00|240.000|6|240.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:06|
3471|6400214|160|39232991|1|01|BOLSA DE PLASTICO|2.49167|299|299|16.80|120.000|6|2.40000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-20 16:17:03|
3577|6300120|521|87082999|22|99|PARTE PARA CARROCERIA|23.00000|460|460|25.76|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 14:38:00|
1925|6100103|160|84833004|197|99|BUJE DE LA COLUMNA DE DIRECCION|1.44118|196|196|10.88|136.000|6|4.49113|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 18:55:02|
1614|6000090|160|87082999|202|99|PARTE PARA CARROCERIA|189.75000|13662|13662|766.80|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
1614|6000074|160|83021002|107|00|BISAGRAS|152.34091|6703|6703|374.88|44.000|6|12.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 10:05:04|
1614|6000074|160|87082201|123|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|14.48864|1275|1275|71.28|88.000|6|88.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 10:05:04|
1614|6000080|160|87082999|36|99|PARTE PARA CARROCERIA|107.96667|12956|12956|727.20|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:06|
1925|6100109|160|39269029|125|00|EMBUDO DE PLASTICO|3.05882|208|208|11.56|68.000|6|27.32588|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
3471|6400240|160|98020019|181|00|MANUAL DE USUARIO|17.50000|875|875|49.50|50.000|6|5.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 09:17:02|
1614|6000094|160|87082999|63|99|PARTE PARA CARROCERIA|15.50000|1116|1116|62.64|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:08|
3471|6400185|160|73182291|20|99|ARANDELA|1.60333|962|962|54.00|600.000|6|12.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
3471|6400146|160|87089412|82|99|SOPORTE DE VOLANTE|86.03125|2753|2753|153.60|32.000|6|32.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|98020019|213|00|ETIQUETA AUTOADHESIVA|0.89375|143|143|8.00|160.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|98020019|205|00|ETIQUETA AUTOADHESIVA|0.18125|29|29|1.60|160.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|98020019|168|00|TUERCA|1.61375|1291|1291|72.00|800.000|6|19.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3178|6000535|160|40093106|71|02|TUBO DE CAUCHO|42.92000|1073|1073|60.00|25.000|6|0.50520|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 13:00:04|
1614|6000090|160|39269099|64|06|SELLO|0.88889|128|128|7.20|144.000|6|3.02000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
1925|6100040|160|87088005|127|00|PARTE DE LA SUSPENSION|355.45000|7109|7109|399.00|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
1925|6100036|160|87082101|104|00|CINTURON DE SEGURIDAD|307.51389|22141|22141|1242.72|72.000|6|72.00000|6||1|1||||CHN|CHN| | | | |1|IN|2026-01-24 12:28:02|
3471|6400217|160|98020019|169|00|TUERCA|0.71250|684|684|38.40|960.000|6|19.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 18:01:03|
1614|6000074|160|87082999|114|99|PARTE PARA CARROCERIA|4.29545|189|189|10.56|44.000|6|44.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 10:05:04|
3471|6400044|160|87082999|72|99|PARTE DE CARROCERIA|9.00000|1224|1224|68.00|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-07 16:14:05|
3471|6400217|160|98020019|197|00|ETIQUETA AUTOADHESIVA|6.23333|748|748|42.00|120.000|6|2.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 18:01:03|
1925|6100034|160|85129007|32|05|REFLECTOR DE USO AUTOMOTRIZ|1.78125|570|570|32.00|320.000|6|62.07986|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:24:04|
1925|6100040|160|98020019|159|00|ETIQUETA AUTOADHESIVA|0.35625|114|114|6.40|320.000|6|3.96418|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
1614|6000090|160|87089999|12|99|TUBO PREFORMADO|28.86111|2078|2078|116.64|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
1614|6000092|160|94012001|16|00|PARTE PARA ASIENTO|2.13889|308|308|17.28|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
3471|6400146|160|87089412|104|91|PARTE DE LA DIRECCION|630.58929|35313|35313|1970.08|56.000|6|56.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|84833004|31|99|BUJE DE LA COLUMNA DE DIRECCION|1.43437|459|459|25.60|320.000|6|6.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|40169999|21|99|GOMA DE CAUCHO|1.61250|1032|1032|57.60|640.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400146|160|98020019|146|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.79375|287|287|16.00|160.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
1614|6000088|160|87088005|89|00|PARTE DE LA SUSPENSION|137.36111|9890|9890|555.12|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:37:05|
1614|6000082|160|87082999|104|99|CUBIERTA|22.27500|2673|2673|150.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:02|
1925|6100040|160|98020019|133|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|1.60312|513|513|28.80|320.000|6|15.15448|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
3178|6000847|160|85444299|4|04|CABLE CON CONEXIONES|24.58750|3934|3934|220.80|160.000|6|24.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:17:03|
3471|6400214|160|56090002|3|01|ESLINGAS|63.42778|45668|45668|2563.20|720.000|6|640.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-20 16:17:03|
3178|6000146|160|40169304|247|01|EMPAQUE|5.55556|800|800|44.64|144.000|6|20.45610|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 16:23:04|
3471|6400065|160|40169999|21|99|MANGA DE CAUCHO|3.75294|319|319|17.85|85.000|6|1.70000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 17:13:05|
3178|6000535|160|40093106|72|02|TUBO DE CAUCHO|20.92000|2092|2092|117.00|100.000|6|2.02080|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 13:00:04|
3178|6000954|160|85365099|124|08|INTERRUPTOR AUTOMOTRIZ|33.13750|5302|5302|297.60|160.000|6|4.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:42:01|
1925|6100040|160|98020019|56|00|TUERCA|1.60375|1283|1283|72.00|800.000|6|10.17056|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
1614|6000090|160|87089412|146|04|COLUMNA DE DIRECCION|34.36364|756|756|42.46|22.000|6|22.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
1614|6000077|160|73181599|11|05|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.17647|48|48|2.72|272.000|6|2.70000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-20 11:17:03|
3471|6400146|160|39269029|7|00|EMBUDO DE PLASTICO|3.05000|427|427|23.80|140.000|6|1.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
3471|6400160|160|87082999|47|99|PARTE DE CARROCERIA|7.16875|1147|1147|64.00|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 12:28:01|
3471|6400160|160|87082999|33|99|PARTE DE CARROCERIA|8.78125|1405|1405|78.40|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 12:28:01|
3471|6400146|160|98020019|218|00|ETIQUETA AUTOADHESIVA|0.18125|29|29|1.60|160.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-03 00:54:01|
1614|6000090|160|84253101|31|00|CABRESTANTE|1264.26563|80913|80913|4541.44|64.000|6|64.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:38:06|
1614|6000088|160|98020019|62|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.06944|154|154|8.64|144.000|6|28.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-19 17:37:05|
1925|6100040|160|98020019|82|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.53452|9151|9151|513.60|17120.000|6|217.64989|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
3471|6400247|160|98020019|51|00|PARTE PARA ASIENTO|4.75250|1901|1901|108.00|400.000|6|8.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 11:44:04|
